,budget,usa_gross_income,worlwide_gross_income
50144,$ 750000,,
50145,EUR 10000000,,$ 408909
50146,$ 8500000,$ 4444637,$ 14374652
50147,CZK 150000,,
50148,$ 5000000,,$ 47643
50149,$ 1500000,,
50150,AUD 200000,,
50151,$ 850000,,
50152,$ 15000000,$ 11114018,$ 64191523
50153,$ 3100000,,
50154,,,$ 4630
50155,,$ 97182,$ 1506562
50156,$ 20000000,,$ 47919757
50157,,,$ 10200000
50158,,,
50159,$ 300000,,
50160,EUR 2000000,,$ 1945355
50161,$ 6000000,,
50162,$ 79000000,$ 74158157,$ 149673788
50163,$ 23000000,$ 6928068,$ 7550073
50164,,,
50165,DKK 7500000,,
50166,$ 2200000,$ 388390,$ 388390
50167,,,$ 2228368
50168,,$ 16136,$ 16136
50169,,,$ 8992
50170,,$ 63165,$ 130880
50171,,,$ 223274
50172,$ 1500000,,
50173,$ 750000,,$ 525312
50174,,,
50175,,,
50176,,$ 289232,$ 9291694
50177,$ 120000000,$ 43945766,$ 93945766
50178,$ 100000,,
50179,,,
50180,,,
50181,$ 5250000,$ 769726,$ 785528
50182,$ 1000000,,
50183,$ 500000,$ 5149,$ 5149
50184,,$ 10000,$ 10000
50185,$ 62000000,$ 32235793,$ 40877556
50186,INR 15000000,,
50187,EUR 4800000,,$ 18873863
50188,,,
50189,,,$ 302950
50190,NOK 22000000,,$ 3018188
50191,,,$ 3493166
50192,,,$ 231156
50193,,,$ 3438336
50194,$ 22000000,,
50195,,,$ 346045
50196,,,
50197,EUR 140000,,
50198,,,
50199,$ 400000,$ 14251,$ 14251
50200,,,$ 59185
50201,$ 1100000,,$ 7595138
50202,EUR 4200000,$ 5488570,$ 18814713
50203,INR 70000000,,
50204,,,$ 633350
50205,PLN 80000,,
50206,,,$ 53403
50207,INR 28000000,,
50208,$ 400000,$ 5597,$ 7328
50209,,,$ 204793
50210,,,
50211,$ 4000000,,$ 8002973
50212,$ 45000000,$ 15298133,$ 42487390
50213,$ 2000000,,
50214,$ 1000000,$ 3244,$ 3244
50215,,,
50216,,,
50217,,,
50218,$ 850000,$ 443591,$ 443591
50219,$ 2000000,,$ 16720
50220,$ 2716583,,$ 268730
50221,$ 500000,,$ 4197
50222,,,
50223,,,
50224,,,$ 1151127
50225,$ 3000000,,$ 1288484
50226,,,
50227,$ 95000000,$ 88768303,$ 226497209
50228,,,
50229,$ 55000000,$ 69951824,$ 169748929
50230,$ 12000000,,
50231,$ 20000000,$ 29062561,$ 31198531
50232,,,
50233,EUR 1000000,,$ 930096
50234,$ 10000,,
50235,,,$ 16546376
50236,,,
50237,EUR 900000,$ 13665,$ 316184
50238,,,$ 796466
50239,EUR 2000000,$ 112351,$ 1059232
50240,$ 3000000,$ 97182,$ 2783535
50241,,,$ 1123665
50242,,,$ 311808
50243,,,$ 47307
50244,EUR 11700000,,$ 11579092
50245,,,$ 2234257
50246,,,$ 38001
50247,,,$ 2745093
50248,$ 10000000,,
50249,,,
50250,,$ 6627,$ 6627
50251,,,
50252,$ 13000000,$ 303439,$ 7248490
50253,$ 2000000,,
50254,,,
50255,,,$ 2895
50256,,,
50257,$ 200000,,
50258,$ 20000000,$ 32010860,$ 49779728
50259,$ 16500000,$ 11892415,$ 13620075
50260,,$ 28596818,$ 41633384
50261,,,
50262,EUR 768000,,$ 18575
50263,,,$ 1312386
50264,,,$ 401227
50265,,,$ 81056
50266,,,$ 4151517
50267,$ 70000,,
50268,,,$ 15889
50269,,,$ 3484740
50270,$ 30000,,
50271,,,
50272,,,$ 1320391
50273,INR 120000000,,$ 93651
50274,,,
50275,$ 700000,,$ 1271556
50276,,,$ 10568883
50277,$ 19000000,$ 21488481,$ 76586316
50278,$ 90000000,$ 21295021,$ 63523283
50279,$ 1000000,,
50280,,,
50281,CAD 2500000,,
50282,EUR 3500000,,$ 964534
50283,,$ 83506,$ 96663
50284,AUD 1400000,,$ 8128
50285,INR 150000000,,
50286,,,$ 6279
50287,,,$ 160453
50288,,,$ 1032261
50289,,$ 1386582,$ 1386582
50290,GBP 350000,,
50291,,,$ 223083
50292,EUR 600000,,$ 124410
50293,CAD 3000000,,
50294,$ 165000000,$ 188020017,$ 696742056
50295,$ 190000000,$ 202359711,$ 540007876
50296,$ 14000000,$ 1755212,$ 4225921
50297,,,$ 11581469
50298,$ 3000000,,$ 645898
50299,$ 52000000,$ 110485654,$ 216485654
50300,$ 40000000,$ 32862104,$ 49944325
50301,$ 3500000,$ 14485,$ 689473
50302,$ 4000000,$ 25000,$ 45659
50303,,,$ 303127
50304,,,$ 1304391
50305,,,
50306,,,$ 1102162
50307,THB 700000000,,$ 7124588
50308,,,$ 198380
50309,$ 2500000,$ 15514,$ 15514
50310,EUR 650000,,$ 815303
50311,EUR 12000000,,$ 676097
50312,,,$ 332705
50313,$ 2000000,$ 29784,$ 106596
50314,$ 1700000,$ 402088,$ 454481
50315,,,
50316,$ 300000,,
50317,$ 500000,$ 2968,$ 2968
50318,,,
50319,$ 22000,,
50320,AUD 500000,,$ 30772
50321,,,$ 4297711
50322,,$ 102737,$ 102737
50323,,,
50324,,,$ 192247
50325,INR 9500000,,
50326,$ 2500000,,$ 1501707
50327,EUR 200000,,
50328,,,$ 28135
50329,,,
50330,$ 10000,,$ 3383339
50331,,,$ 2735484
50332,,,$ 786630
50333,,,$ 1861906
50334,INR 7800000,,
50335,,,
50336,EUR 700000,,$ 17419
50337,,,$ 81200
50338,HUF 200000000,,
50339,,,
50340,,$ 1491525,$ 3416328
50341,,,
50342,,,
50343,,,$ 94858
50344,,,$ 2194607
50345,,,
50346,,,$ 381369
50347,,,$ 6252197
50348,$ 10000000,,$ 14220743
50349,,,
50350,,,
50351,EUR 20000,,
50352,$ 975000,,
50353,$ 40000,,
50354,CAD 250000,,
50355,FRF 17000,,
50356,$ 4700000,,$ 10371998
50357,$ 2000000,$ 518,$ 590955
50358,$ 2500000,,$ 2599705
50359,$ 2400000,,$ 6201250
50360,,,$ 1265026
50361,,,
50362,$ 37500000,$ 55250026,$ 102366815
50363,$ 60000000,$ 31720158,$ 38332994
50364,,,
50365,,$ 43907,$ 43907
50366,$ 500000,$ 9478,$ 17182
50367,,$ 69220,$ 6732051
50368,,,$ 498453
50369,,,$ 811833
50370,$ 3500000,,
50371,,,
50372,,,
50373,$ 60000000,$ 143153751,$ 255743093
50374,,,$ 5723917
50375,$ 60000000,$ 29137000,$ 78309505
50376,,$ 22136,$ 22136
50377,$ 61000000,$ 47003582,$ 95696996
50378,,,
50379,,,$ 10153961
50380,$ 15000,,
50381,,,$ 386621
50382,,$ 219071,$ 3526678
50383,$ 2500000,,$ 1040300
50384,,,
50385,EUR 50000,,
50386,,,$ 727971
50387,EUR 6000000,,$ 458566
50388,,,$ 331302
50389,CAD 500000,,
50390,,,
50391,,,$ 122367
50392,,,$ 259575
50393,,,
50394,,,$ 9274983
50395,,$ 73819,$ 2655669
50396,,,
50397,,,$ 4311
50398,,,$ 12930
50399,MXN 17000000,,$ 106369
50400,$ 55000000,$ 35739802,$ 113398237
50401,$ 18000000,$ 6617867,$ 20554320
50402,,,
50403,$ 45000000,$ 93466502,$ 175372502
50404,$ 3400000,,$ 461932
50405,EUR 1300000,$ 1055580,$ 14248749
50406,EUR 7600000,$ 11846,$ 8029345
50407,,$ 3303,$ 48251
50408,,,$ 15217960
50409,,,$ 620229
50410,EUR 9780000,,$ 3908035
50411,,,$ 3231051
50412,,,
50413,$ 1000000,,
50414,,,$ 398494
50415,,$ 4218,$ 4218
50416,$ 150000,,
50417,$ 60000,,
50418,$ 989000,$ 13944,$ 13944
50419,,,$ 98
50420,,,$ 18128
50421,$ 1000000,,
50422,,,$ 311178
50423,,,$ 3764
50424,,,$ 3378618
50425,,,$ 2840321
50426,,,$ 5150498
50427,,,
50428,,,$ 1747342
50429,,,$ 133299
50430,,,
50431,,,$ 47360
50432,,,
50433,,,$ 1875984
50434,,$ 22011,$ 22011
50435,,,
50436,,,
50437,$ 3926842,,
50438,HUF 450000000,,
50439,HUF 600000000,,$ 1637191
50440,$ 100000,,
50441,$ 750000,,
50442,,,
50443,,,$ 1213576
50444,,,
50445,,,
50446,,,
50447,,,$ 6466096
50448,EUR 3000000,$ 461674,$ 1475937
50449,,,
50450,$ 1000000,,
50451,$ 125000,,
50452,$ 1200000,$ 6305,$ 6305
50453,,,
50454,EUR 1800000,,$ 2812227
50455,,,
50456,,,$ 233611
50457,,,$ 6627782
50458,,,
50459,,,$ 9156764
50460,NOK 22000000,$ 554826,$ 1297260
50461,ARS 1500000,,$ 485288
50462,,,
50463,EUR 2800000,,$ 2513168
50464,,,
50465,,,$ 664266
50466,,,$ 962698
50467,,,
50468,,,
50469,,,$ 3584330
50470,,,
50471,$ 50000,,
50472,,,$ 1782579
50473,,$ 37895,$ 37895
50474,,,
50475,,,$ 979
50476,,,$ 3365
50477,$ 800000,,
50478,,,
50479,$ 2500000,,
50480,,$ 21886,$ 21886
50481,EUR 1300000,,
50482,$ 8000000,$ 1077273,$ 2752471
50483,,,
50484,$ 70000000,$ 56280355,$ 217124280
50485,$ 5000000,$ 267880,$ 544925
50486,,,
50487,,,
50488,EUR 1300000,,$ 843905
50489,,,
50490,,,$ 967997
50491,$ 125000,,
50492,,,
50493,,$ 84093,$ 84093
50494,$ 2200000,,
50495,$ 7000,,
50496,$ 16000000,$ 9176787,$ 19008745
50497,$ 20000000,$ 121463226,$ 170812526
50498,,,$ 74834
50499,$ 2000000,$ 463002,$ 463002
50500,$ 200000000,$ 168368427,$ 589580482
50501,$ 50000,$ 829,$ 829
50502,$ 2000000,,
50503,EUR 1260000,,$ 562203
50504,,,
50505,,$ 39576,$ 40945
50506,,,
50507,$ 625000,,
50508,,,$ 1548733
50509,,,
50510,EUR 5000000,,$ 160658
50511,,,
50512,,,$ 324497
50513,HUF 120000000,,
50514,HUF 410000000,,
50515,,,$ 508673
50516,,,
50517,$ 3500000,,
50518,,,
50519,,,$ 26763
50520,SEK 20000,,
50521,$ 600000,,
50522,$ 5000000,,$ 645732
50523,$ 160000000,$ 200676069,$ 524976069
50524,,,
50525,,,$ 14977
50526,,,
50527,,,$ 10392896
50528,,,$ 99502
50529,$ 11000000,$ 121994,$ 1783226
50530,$ 60000000,$ 19806188,$ 39164441
50531,$ 4200000,$ 6000,$ 42840
50532,,,$ 1856100
50533,,$ 32241649,$ 55990299
50534,$ 700000,,
50535,,$ 2050,
50536,EUR 2000000,$ 509,$ 25484
50537,,,
50538,,,
50539,EUR 35000,,
50540,,,
50541,CAD 30000,$ 36875,$ 36875
50542,,,
50543,,$ 161590,$ 161590
50544,$ 500000,,
50545,,,
50546,,,$ 130232
50547,,$ 695157,$ 11905018
50548,,,
50549,EUR 3000000,,$ 173694
50550,,,
50551,,,
50552,$ 1000000,,
50553,$ 6000000,$ 872643,$ 15242548
50554,,,
50555,,,
50556,CAD 7100000,,$ 4921
50557,$ 2300000,$ 11436,$ 11436
50558,$ 35000000,$ 45802315,$ 92158961
50559,$ 500000,,
50560,EUR 4000000,,$ 104292
50561,,,
50562,,,$ 17073
50563,,,
50564,$ 1000000,,$ 157401
50565,$ 1800000,,$ 2509
50566,$ 250000,$ 13282,$ 13282
50567,,,$ 54455
50568,PLN 4000000,,
50569,$ 500000,,
50570,$ 500000,,
50571,$ 8000000,,$ 14182296
50572,$ 150000,,
50573,$ 100000,,
50574,,$ 55730,$ 578264
50575,,,
50576,$ 4200000,$ 63521,$ 63521
50577,$ 30000,,
50578,BRL 30000,,
50579,$ 1000000,,
50580,GBP 650000,,$ 19978
50581,$ 100000,,
50582,,,$ 138817
50583,,$ 3346,$ 3346
50584,$ 1000000,,
50585,$ 300000,,
50586,$ 125000,$ 72568,$ 73445
50587,$ 750000,,
50588,,$ 7889,$ 475511
50589,$ 30000,,
50590,,,$ 278571
50591,$ 3000000,,
50592,,$ 23686,$ 813096
50593,,$ 37516,$ 37516
50594,EUR 1000000,,$ 17569
50595,,,$ 30322
50596,HUF 350000000,,
50597,,,$ 252050
50598,,,$ 284801
50599,,,$ 2950136
50600,EUR 25000000,,$ 21287566
50601,$ 100000,$ 2795,$ 2795
50602,$ 85000000,$ 148313048,$ 358375603
50603,$ 21000000,$ 54724696,$ 113118226
50604,,,$ 3458
50605,,,
50606,$ 200000,,
50607,,,
50608,$ 2500000,$ 575048,$ 1141018
50609,,,$ 9877
50610,$ 350000,,
50611,,,
50612,,,
50613,EUR 800000,,$ 230967
50614,EUR 5200000,,$ 2168224
50615,$ 16000000,$ 11902715,$ 35307949
50616,,,$ 106318
50617,,,$ 748376
50618,$ 70000000,$ 35922978,$ 76025134
50619,,$ 76806,$ 1665585
50620,,$ 122575,$ 122575
50621,$ 4500000,$ 108595,$ 2425535
50622,,,
50623,$ 65000000,$ 100468793,$ 128107642
50624,$ 6000000,$ 12628,$ 12628
50625,,,$ 1107
50626,EGP 3000000,,$ 12481
50627,,,
50628,$ 2500000,$ 97182,$ 97182
50629,,$ 1477,$ 739865
50630,,,$ 727282
50631,EUR 2430000,,$ 103921
50632,EUR 6000000,,$ 147090
50633,$ 55000000,$ 33479698,$ 44004502
50634,,,$ 348
50635,,,$ 751338
50636,$ 1000000,,
50637,,$ 719556,$ 719556
50638,$ 37000000,$ 92186262,$ 154026136
50639,$ 550000,,
50640,EUR 7500000,,$ 954
50641,$ 1100000,$ 123670,$ 123670
50642,$ 1000000,,
50643,,,
50644,,,$ 2052190
50645,$ 20000000,$ 5812781,$ 5812781
50646,$ 500000,,
50647,,$ 4433994,$ 19776159
50648,$ 35000000,$ 18317151,$ 20576198
50649,,$ 22815,$ 26923
50650,,,$ 10214161
50651,$ 1100000,,
50652,$ 4500000,,$ 11764129
50653,,,
50654,,$ 13703,$ 13703
50655,,,$ 42885
50656,,,
50657,,,$ 1029194
50658,$ 1000000,,$ 52940
50659,EUR 980000,$ 60200,$ 877577
50660,,,$ 726960
50661,,$ 1512,$ 228225
50662,$ 4000000,$ 20811365,$ 34758951
50663,$ 3000000,$ 486767,$ 4545747
50664,$ 4500000,,
50665,,,
50666,,,$ 344938
50667,,,$ 394568
50668,,$ 650000,
50669,,,
50670,INR 120000000,,
50671,INR 100000000,,
50672,,$ 246574,$ 246574
50673,INR 220000000,,
50674,,,
50675,,,
50676,$ 500000,$ 52868,$ 53570
50677,$ 150000,,
50678,GBP 1400000,,$ 14000
50679,$ 1200000,$ 5107,$ 5107
50680,$ 5000000,,
50681,,,
50682,,,
50683,,,
50684,$ 20000000,$ 3531756,$ 5530764
50685,$ 5000000,,$ 3646201
50686,,,
50687,,,
50688,,,$ 7634058
50689,,,$ 10567
50690,,$ 711421,$ 6815056
50691,,,$ 7856086
50692,$ 100000000,$ 124870275,$ 243006126
50693,EUR 1450000,$ 4509,$ 4509
50694,$ 6000000,$ 7712114,$ 10234475
50695,$ 2500000,,$ 57990
50696,,,
50697,$ 7000000,$ 4694636,$ 6265483
50698,,,
50699,$ 15000000,$ 32752215,$ 45995223
50700,,,$ 28427
50701,,,
50702,,,
50703,,,$ 4887455
50704,$ 30000000,,
50705,GBP 4000000,$ 1785505,$ 10871449
50706,,,
50707,,$ 90519,$ 119881
50708,,,$ 3130383
50709,,$ 166339,$ 11077541
50710,,,$ 1222132
50711,,,$ 346426
50712,,,$ 2179300
50713,,,$ 144306
50714,,,
50715,,,$ 1416813
50716,,,$ 2539773
50717,,,$ 5803454
50718,,,
50719,EUR 1550000,,$ 452097
50720,EUR 1150000,,$ 1232583
50721,COP 1325338609,,
50722,$ 1000,,
50723,,,$ 7015299
50724,,,$ 253476
50725,,,
50726,$ 1750000,,$ 237189
50727,$ 5000000,,$ 4641637
50728,,,
50729,$ 500000,,$ 10686
50730,EUR 5000000,$ 255620,$ 12894062
50731,,,
50732,,,$ 79856
50733,,,
50734,,,
50735,$ 10000000,$ 17657973,$ 17657973
50736,,$ 27611,$ 122071
50737,,$ 2528,$ 248749
50738,BRL 1500000,,
50739,SEK 40000000,,$ 246516
50740,,,$ 108747
50741,,,$ 16121
50742,EUR 1900000,,$ 77410
50743,,,
50744,,,$ 355
50745,,,
50746,$ 1000000,,
50747,,$ 28642,$ 28642
50748,,,
50749,EUR 1600000,,$ 461894
50750,,,
50751,,,$ 4940153
50752,GBP 650000,,$ 73789
50753,,,
50754,,,
50755,$ 1300000,,$ 32561
50756,EUR 4500000,,
50757,,,$ 27833482
50758,,,$ 12905
50759,,,$ 22617
50760,,,$ 1013525
50761,EUR 2100000,,$ 891526
50762,,,$ 2261685
50763,,,$ 47632
50764,$ 2000000,,
50765,,,$ 498278
50766,,,
50767,,,
50768,,,$ 378034
50769,,,$ 592673
50770,HUF 300000000,,
50771,,$ 459166,$ 473993
50772,,,$ 36188
50773,$ 220000000,$ 623357910,$ 1518814206
50774,,,$ 207405
50775,,,
50776,$ 100000000,$ 107518682,$ 268426634
50777,$ 10000000,,$ 22994406
50778,$ 120000,$ 23571,$ 199891
50779,,,
50780,,,
50781,$ 300000,,
50782,$ 2000000,$ 958961,$ 5540941
50783,EUR 2800000,,$ 596580
50784,,,
50785,BRL 4000000,,$ 148564
50786,,,$ 25778
50787,INR 100000000,,$ 41196
50788,$ 1500000,,
50789,,,
50790,$ 8000000,$ 224169,$ 908847
50791,,,$ 237197
50792,$ 200000,,
50793,$ 3000000,,
50794,,,
50795,ZAR 10000000,,
50796,,,
50797,,$ 1142,$ 1142
50798,GBP 200000,,
50799,,,$ 802651
50800,$ 5220000,,$ 15838
50801,CNY 15000000,,$ 15845355
50802,,,
50803,$ 15000000,,$ 17773395
50804,,,$ 3557508
50805,JPY 300000000,$ 882267,$ 944915
50806,,,
50807,$ 25000000,$ 48237389,$ 70439696
50808,,,$ 67578
50809,,,
50810,$ 5000000,,
50811,,,$ 1570806
50812,,,$ 2205645
50813,,,
50814,$ 1200000,,
50815,,,
50816,,,
50817,,,
50818,$ 2000000,$ 519086,$ 869352
50819,$ 625000,,
50820,$ 10000,,
50821,,,$ 20414
50822,HRK 15000,,
50823,EUR 800000,,$ 491057
50824,GBP 650000,,
50825,GBP 3000,,$ 31572
50826,,,$ 3360452
50827,,,
50828,$ 3000000,,
50829,,,
50830,GBP 100000,,
50831,,,$ 177712
50832,,$ 6176,$ 387396
50833,,,$ 157340
50834,,,
50835,SEK 300000,,$ 524092
50836,,,$ 66300
50837,,,$ 7241
50838,,$ 14416,$ 18385964
50839,,,
50840,,,
50841,,$ 62897,$ 545473
50842,,,$ 1596581
50843,$ 3500000,,$ 4884108
50844,,,
50845,EUR 2400000,,$ 792184
50846,,,$ 619769
50847,GBP 2000000,,$ 102715
50848,,,$ 150285
50849,,,$ 1451031
50850,HUF 250000000,,
50851,HUF 220000000,,
50852,EUR 500000,,
50853,,,$ 116275
50854,,,$ 640956
50855,GBP 3000000,$ 26650,$ 7708312
50856,$ 4000000,$ 9427089,$ 18197518
50857,,$ 342895,$ 4889751
50858,,$ 9309,$ 9309
50859,$ 2600000,,$ 680299
50860,INR 15000000,,
50861,$ 4000000,,
50862,EUR 3390000,,$ 355744
50863,BRL 3000000,$ 807117,$ 4015041
50864,AUD 200000,,$ 1395610
50865,,,$ 629508
50866,,,
50867,,,
50868,,,
50869,,,
50870,$ 500000,,
50871,,,$ 490600
50872,,,
50873,,$ 9511289,$ 11843604
50874,,$ 1647083,$ 6195553
50875,INR 110000000,,
50876,$ 145000000,$ 102491776,$ 403449830
50877,$ 13500000,$ 30617396,$ 31626386
50878,,$ 2359,$ 2359
50879,$ 1200000,$ 4011254,$ 6875089
50880,CNY 10000000,$ 76983,$ 2504465
50881,,,$ 1101271
50882,,,$ 3049142
50883,,,$ 295446
50884,THB 60000000,,$ 122471
50885,,,$ 1945
50886,,,$ 3475278
50887,,,
50888,$ 150000,,
50889,,,$ 92767
50890,$ 2000000,$ 116353,$ 116353
50891,,$ 133640,$ 41177742
50892,,$ 174945,$ 60504045
50893,$ 349999,,
50894,$ 25000000,$ 3351751,$ 19844979
50895,$ 10847,,
50896,$ 6800000,,$ 887065
50897,$ 4000000,$ 8744,$ 14759148
50898,$ 3200000,,
50899,GBP 4000000,$ 30638,$ 282737
50900,,,$ 225133
50901,,,$ 15770
50902,EUR 2600000,,$ 472937
50903,$ 10500000,,$ 22361629
50904,,,$ 1693814
50905,$ 8000000,$ 12062558,$ 16580250
50906,,,
50907,MYR 2800000,,
50908,,,$ 4254482
50909,EUR 1750000,,$ 273318
50910,MYR 1100000,,$ 4854
50911,$ 15000,,
50912,,,
50913,,,
50914,,,$ 5365206
50915,,,$ 2481525
50916,,,$ 3976812
50917,GBP 13500000,$ 13848978,$ 43343384
50918,,$ 264889,$ 5095496
50919,,,$ 1233262
50920,$ 145000000,$ 111506430,$ 275698039
50921,,,$ 1546466
50922,EUR 4500000,,$ 1447065
50923,EUR 5000000,,$ 476183
50924,AUD 5000000,,$ 2136663
50925,,,$ 19521
50926,,,
50927,HKD 20000000,,$ 749981
50928,$ 18000000,$ 300000,$ 382174
50929,$ 55000000,$ 52075270,$ 128792411
50930,$ 17000000,$ 8665206,$ 20458873
50931,,$ 1808,$ 1808
50932,,$ 14057,$ 14057
50933,CAD 22000000,,$ 2786776
50934,EUR 3500000,,$ 1475695
50935,,,$ 739449
50936,PLN 4000000,,$ 7325461
50937,,,
50938,,$ 3575227,$ 7163566
50939,$ 40000000,$ 46012734,$ 106407672
50940,INR 250000,,
50941,EUR 800000,,
50942,,$ 8655,$ 8655
50943,,,$ 365966
50944,AUD 500000,,
50945,$ 50000,,
50946,$ 500000,,
50947,HUF 130000000,,
50948,HUF 154000000,,
50949,,,
50950,,,$ 1050256
50951,,,
50952,,,
50953,$ 900000,$ 24036,$ 24036
50954,$ 3000000,,
50955,,,
50956,$ 8000000,,$ 1851790
50957,,,$ 1342964
50958,,,
50959,$ 5000,,
50960,,,$ 463890
50961,,$ 85440,$ 628258
50962,$ 12000000,$ 1010194,$ 23328518
50963,,$ 49494,$ 49494
50964,,$ 325131,$ 2589732
50965,,,
50966,,$ 1485,$ 1485
50967,$ 25000000,$ 18622031,$ 27426335
50968,,$ 82357,$ 82357
50969,EUR 2600000,,
50970,$ 34000,,
50971,,$ 1029655,$ 1316722
50972,$ 14000000,,$ 151827
50973,,,
50974,,$ 223000,$ 223000
50975,,,$ 1385630
50976,EUR 30400000,,$ 2290505
50977,$ 6500000,,
50978,,,$ 25300338
50979,$ 2500000,,$ 3202419
50980,,,$ 14789716
50981,$ 3500000,,$ 3464124
50982,$ 11000000,$ 404122,$ 7413863
50983,,,
50984,INR 3000000,,
50985,CZK 28000000,,$ 1218251
50986,,,
50987,,,
50988,,,
50989,$ 30000000,$ 60494212,$ 64444713
50990,$ 750000,,
50991,,,$ 2530900
50992,,$ 1120404,$ 21505244
50993,,,$ 2633014
50994,,,$ 423380
50995,,,$ 27963
50996,,,
50997,$ 2000000,,$ 800248
50998,PLN 30000,,$ 2042713
50999,$ 200000,,
51000,,,$ 2186657
51001,,,$ 12000779
51002,,,$ 4235111
51003,,,
51004,,,
51005,,,$ 5860538
51006,,,$ 365534
51007,,,$ 16511449
51008,,,$ 230004
51009,,,$ 12099
51010,,,
51011,,,
51012,$ 5000000,,$ 7481601
51013,,,
51014,,,
51015,$ 25000000,$ 14744435,$ 21500813
51016,,,
51017,,,$ 40034
51018,$ 500000,,
51019,,,
51020,,,
51021,,$ 440,$ 440
51022,,,$ 18781
51023,$ 4000000,$ 1104682,$ 1874460
51024,$ 500000,,
51025,$ 500000,,$ 424825
51026,,,$ 30437121
51027,$ 39000,,
51028,,$ 6537,$ 6537
51029,,,
51030,$ 2600000,,$ 879229
51031,,,$ 39212715
51032,$ 80000000,$ 19676965,$ 54004950
51033,EUR 12447638,,$ 13444973
51034,,,
51035,,,
51036,,,
51037,,,
51038,,,$ 169627
51039,,,$ 122904
51040,AUD 1300000,,
51041,JPY 10000000,,$ 37228626
51042,$ 1500000,,
51043,EUR 10000,,$ 13956
51044,$ 4000000,$ 12767,$ 12767
51045,,,$ 1040529
51046,,,$ 8298
51047,,,
51048,,,
51049,GBP 8100,,
51050,$ 34000000,$ 15743471,$ 203204882
51051,,,
51052,MYR 100000,,
51053,,,
51054,,,
51055,,,
51056,EUR 4300000,,$ 18594142
51057,EUR 1800000,,$ 119188
51058,,,
51059,,,$ 10491
51060,,$ 3601,$ 54147
51061,,,$ 5579893
51062,,,
51063,,,$ 26146
51064,GBP 750000,,
51065,,,
51066,$ 250000,,
51067,,,$ 972491
51068,,,
51069,,,$ 6608643
51070,$ 29000000,$ 255959475,$ 309208309
51071,,$ 46437,$ 88327
51072,$ 3000000,$ 4033574,$ 4313829
51073,,,
51074,,,$ 123047
51075,,,
51076,,,$ 18856642
51077,EGP 200000,,
51078,,,$ 1028387
51079,NOK 15000000,,$ 214163
51080,EUR 4000000,$ 118095,$ 14768451
51081,$ 60000000,$ 80574010,$ 204594016
51082,,,$ 8152990
51083,ISK 80000000,,$ 256210
51084,,,$ 1650814
51085,,$ 742349,$ 17804565
51086,,,$ 3216061
51087,,,$ 20322
51088,$ 5000000,,
51089,$ 7000000,$ 4447,$ 4447
51090,EUR 5000,,
51091,,,$ 3270766
51092,$ 35000000,$ 28687835,$ 52933513
51093,,,$ 8444
51094,$ 2400000,$ 1925,$ 1925
51095,$ 16000000,,$ 34786960
51096,,,$ 1206498
51097,,,$ 4107909
51098,$ 30000000,$ 23209310,$ 108609310
51099,,,$ 2298620
51100,EUR 490000,,$ 24284
51101,$ 15000000,$ 33862903,$ 40105542
51102,,,
51103,,,$ 147910
51104,,,
51105,,,$ 513
51106,,,
51107,,$ 6975,$ 53117
51108,,,
51109,,,$ 1262701
51110,,$ 11268,$ 11268
51111,$ 3000000,,
51112,EGP 10000000,,$ 69487
51113,$ 500000,,
51114,,,
51115,SEK 20000000,,$ 901159
51116,,,$ 102546
51117,,,
51118,,,$ 9619990
51119,,,
51120,,,$ 7769311
51121,,,
51122,,,$ 8260214
51123,,,$ 150630
51124,,,$ 179827
51125,$ 8000000,$ 43600,$ 43600
51126,$ 15000000,$ 42930462,$ 57824674
51127,$ 25000000,,$ 21159916
51128,,,
51129,$ 1000000,,
51130,$ 1200000,,
51131,THB 119000000,,$ 362735
51132,$ 600000,,
51133,,,$ 874629
51134,$ 500000,,
51135,$ 10000000,$ 580862,$ 1296184
51136,$ 1000000,,
51137,$ 5000000,,
51138,$ 18000000,$ 25594957,$ 57470220
51139,$ 12000000,,$ 1189133
51140,$ 70000000,$ 8462347,$ 21755418
51141,$ 23000000,$ 64460211,$ 79799880
51142,$ 240000,,
51143,$ 4000000,,$ 2265733
51144,,,
51145,,,$ 452981
51146,,,
51147,$ 3800000,,
51148,EUR 6100000,,$ 21897141
51149,EUR 1000000,,$ 456271
51150,,,$ 728756
51151,,,$ 576058
51152,,,$ 399123
51153,,,
51154,TWD 30000000,,$ 32850
51155,,,
51156,$ 1500000,,$ 14366
51157,,,
51158,EUR 55000,,
51159,,,
51160,,,
51161,,$ 356019,$ 4504365
51162,,,
51163,$ 4000000,,
51164,,,$ 1349071
51165,$ 1490641,$ 848139,$ 1499149
51166,$ 10000000,$ 6422,$ 1627909
51167,EUR 300000,$ 112102,$ 6966224
51168,,,
51169,,,$ 197892
51170,$ 9000000,$ 78234,$ 802321
51171,EUR 1400000,,$ 345981
51172,INR 70000000,,$ 1312529
51173,,$ 53589,$ 80119
51174,INR 270000000,,
51175,,,
51176,,,
51177,$ 37000000,$ 60355347,$ 163728902
51178,,,$ 15554760
51179,,,$ 2855815
51180,$ 15000000,$ 17017811,$ 49230772
51181,$ 2000000,,
51182,$ 6000000,,$ 498088
51183,,,
51184,,,$ 1594364
51185,$ 4000,,
51186,AUD 6000,,
51187,EUR 150000,,
51188,EUR 1000000,,$ 1059366
51189,,,INR 150000000
