,budget,usa_gross_income,worlwide_gross_income
51190,,,$ 553065
51191,,$ 170392,$ 208995
51192,$ 2500000,,$ 3547188
51193,,$ 57297,$ 77410
51194,EUR 5000000,,$ 125154
51195,,,$ 15129240
51196,$ 65000,,
51197,,,$ 1608729
51198,EUR 2700000,,$ 165771
51199,$ 19000000,$ 27779426,$ 49843011
51200,,,
51201,$ 42000000,$ 60054530,$ 138805831
51202,$ 40000000,$ 1031872,$ 7785975
51203,$ 1200000,$ 6534,$ 6534
51204,,,$ 4202099
51205,,,$ 2929249
51206,EUR 1015030,,
51207,,$ 1852764,$ 4846868
51208,,,$ 2814057
51209,$ 10000000,$ 63300095,$ 139352633
51210,,,$ 683801
51211,EUR 1800000,,$ 1733080
51212,EUR 5500000,,$ 11203911
51213,DKK 19,,$ 1490180
51214,CAD 1000000,,
51215,,,$ 7216693
51216,,,$ 693052
51217,,,$ 19606487
51218,,,$ 8682703
51219,$ 3800000,,$ 806638
51220,,,$ 189229
51221,$ 35000000,$ 15002854,$ 64811540
51222,HUF 200000000,,
51223,,,$ 176224
51224,,,$ 9724844
51225,$ 18000000,$ 8742261,$ 12764201
51226,HKD 20000000,,$ 454196
51227,$ 725000,,
51228,,,$ 693
51229,$ 500000,,
51230,$ 7000000,,
51231,,,
51232,$ 1000000,,
51233,,,
51234,$ 2200000,,
51235,$ 3250000,,
51236,,,$ 92672
51237,,,
51238,$ 35000000,$ 748555,$ 34209065
51239,$ 30000000,$ 53032453,$ 79628830
51240,,,$ 343672
51241,,,
51242,,,$ 68561
51243,,,$ 2732250
51244,$ 8000000,,$ 307410
51245,$ 20000000,,$ 2405815
51246,$ 165000000,$ 217581231,$ 494878759
51247,$ 175000000,$ 198351526,$ 381509870
51248,$ 165000000,$ 238736787,$ 752600867
51249,,,
51250,,,$ 4160120
51251,,,$ 463377
51252,CAD 2000000,,
51253,,$ 69171,$ 69171
51254,,,
51255,,,
51256,$ 500000,$ 32033,$ 32033
51257,,$ 161182,$ 1566248
51258,,,
51259,,,$ 2629
51260,$ 12000000,,$ 1279576
51261,$ 15000000,,
51262,,,
51263,,$ 3033623,$ 4072098
51264,$ 3000,,
51265,$ 8000000,$ 42183,$ 779273
51266,$ 6000000,,$ 397941
51267,IDR 3500000000,,
51268,BGL 1500000,,$ 24574
51269,EUR 7000000,,
51270,,,
51271,,,$ 1519302
51272,$ 6500000,,
51273,,,
51274,,$ 1603616,$ 2477315
51275,,,
51276,,,
51277,,,
51278,$ 25000000,,$ 5796630
51279,,,
51280,$ 8000000,,$ 3906270
51281,,$ 1124966,$ 1870392
51282,$ 8300000,$ 493296,$ 1448788
51283,,,$ 1832813
51284,,,
51285,,,$ 510870
51286,,,$ 895066
51287,,,$ 442186
51288,,,$ 2302645
51289,$ 1000000,,$ 49484
51290,HKD 47000000,,$ 4234311
51291,$ 5000000,,$ 1508127
51292,$ 12000000,$ 7498716,$ 9669758
51293,,,
51294,,,$ 28193
51295,,,
51296,,,
51297,SGD 1050000,,$ 2011669
51298,,,$ 290381
51299,$ 25000000,$ 8117000,$ 27639579
51300,EUR 3000,,
51301,,,$ 249884
51302,,,$ 8566
51303,$ 18000000,$ 22965110,$ 36088028
51304,$ 10000000,,$ 1415804
51305,$ 2400000,,
51306,,,
51307,NOK 10000000,,$ 1616880
51308,,,$ 593263
51309,,,$ 24240
51310,,,
51311,$ 4500000,,$ 1798418
51312,,,$ 626032
51313,EUR 15000000,,$ 9337930
51314,,,$ 84387
51315,KRW 370000000,,$ 652321
51316,$ 30000000,$ 58715510,$ 115375850
51317,$ 8000000,$ 2706,$ 2706
51318,,$ 409658,$ 8488537
51319,$ 10000000,$ 128486,$ 44261209
51320,,,$ 1820318
51321,$ 4000000,,
51322,$ 5000000,,
51323,$ 4000000,,$ 355345
51324,,,$ 271510
51325,,,
51326,,,$ 1547449
51327,$ 2400000,,$ 2093459
51328,$ 250000,,
51329,,,
51330,$ 250000,,
51331,$ 85000,,
51332,$ 2000000,,
51333,,,$ 3510611
51334,,,
51335,$ 750000,$ 8050,$ 8050
51336,,,$ 17460
51337,$ 450000,,
51338,,,$ 1117300
51339,,,
51340,,,
51341,,,$ 860
51342,,,$ 1261116
51343,$ 4300000,,$ 1922023
51344,$ 2000000,$ 54473,$ 54473
51345,,,$ 292846
51346,$ 3000000,,
51347,CAD 5000000,$ 15198,$ 15198
51348,,,
51349,$ 400000,,
51350,$ 180000000,$ 303003568,$ 1017003568
51351,$ 6000000,$ 65108,$ 1333241
51352,,,$ 63883
51353,$ 10000000,$ 12551031,$ 28641776
51354,DOP 14000000,,
51355,$ 1000000,,
51356,,,$ 2016242
51357,,,$ 15492
51358,,,$ 113701
51359,,,$ 2438783
51360,,,$ 282538
51361,CAD 11000000,,
51362,CAD 1800000,,
51363,,,$ 9620040
51364,$ 2500000,,
51365,,,$ 9712753
51366,$ 38000000,$ 16928670,$ 31505287
51367,,,
51368,UAH 2500000,,
51369,,$ 5925,$ 5925
51370,GBP 100000,,
51371,,,$ 137339
51372,$ 300000,,
51373,,,$ 325265
51374,$ 15000000,$ 55204525,$ 55862886
51375,,,
51376,$ 1600000,,
51377,,,$ 6746800
51378,$ 3800000,$ 50659,$ 2725258
51379,,,$ 21914005
51380,,,
51381,GBP 4000000,,$ 1688551
51382,,,
51383,,,$ 1032535
51384,$ 1500000,,
51385,,,$ 1412974
51386,,,
51387,,,
51388,$ 2500000,,$ 5247719
51389,,,
51390,,,$ 773669
51391,$ 1000000,,$ 3742078
51392,,,
51393,INR 150000000,,
51394,$ 10000000,,$ 16764611
51395,$ 150000,$ 9439923,$ 20936722
51396,,,$ 10921
51397,$ 56000000,,
51398,,,
51399,$ 3200000,,
51400,,,
51401,$ 1800000,,
51402,$ 10000,,
51403,,,$ 10122
51404,$ 150000,,
51405,,,$ 215383
51406,$ 25000,,
51407,EUR 1420571,,$ 2067094
51408,,,$ 23820
51409,,$ 104589,$ 12861658
51410,,,
51411,,$ 46060,$ 46060
51412,,,$ 567982
51413,EUR 1500000,,$ 33180
51414,,,
51415,,,
51416,$ 5000000,,
51417,,,$ 713
51418,,,
51419,AUD 310000,,
51420,,,$ 7999896
51421,,,$ 1200416
51422,$ 2000000,,
51423,EUR 2000000,,
51424,$ 27000000,$ 87341380,$ 101624843
51425,,,$ 19632
51426,$ 500000,,$ 57476
51427,$ 180000000,$ 223808164,$ 521311860
51428,,,
51429,,$ 95102,$ 95102
51430,$ 10000000,,$ 35319632
51431,$ 20000000,$ 15988876,$ 22942221
51432,NOK 890000,,$ 1098618
51433,,$ 4033,$ 390584
51434,$ 18000000,$ 5014305,$ 37472507
51435,CAD 1500000,$ 9359,$ 14459
51436,$ 2000000,,$ 16877870
51437,$ 40000000,$ 129078,$ 42883181
51438,,,
51439,$ 2500,$ 15610,$ 15610
51440,$ 250000,,
51441,$ 5000000,$ 4078607,$ 4628553
51442,$ 12500000,$ 9046156,$ 40416563
51443,,,
51444,$ 5000,,
51445,,,
51446,,$ 39033,$ 294245
51447,$ 1000000,$ 34068,$ 34068
51448,$ 15000000,,$ 1669947
51449,GBP 1000000,,
51450,EUR 3000000,,$ 1993042
51451,$ 2000000,,
51452,,,
51453,$ 6000000,,$ 20776
51454,$ 1000000,,
51455,,,$ 27513
51456,$ 180000,,
51457,,,
51458,$ 2349352,,
51459,,,$ 936890
51460,$ 1000000,,
51461,$ 210000,,
51462,$ 14000000,,$ 9216
51463,,,
51464,$ 98000,,
51465,$ 20000000,$ 33446470,$ 51699984
51466,$ 180000000,$ 126643061,$ 356700357
51467,,,$ 14273
51468,,,$ 2855655
51469,INR 120000000,,$ 963960
51470,DKK 45000000,$ 148089,$ 10186084
51471,EUR 1800000,,$ 4800327
51472,,,$ 55897
51473,EUR 1500000,,$ 326496
51474,,,$ 141551
51475,$ 30000,,
51476,,,$ 9457734
51477,,$ 535499,$ 2936437
51478,,,$ 2268069
51479,,,$ 642830
51480,,,$ 56253
51481,,,
51482,,,$ 39615
51483,,,$ 475360
51484,,,
51485,,,$ 1251557
51486,$ 4200000,$ 97182,$ 97182
51487,,$ 140106,$ 140106
51488,,,
51489,$ 1100000,,
51490,,,$ 91780
51491,EUR 1600000,,$ 32831
51492,,,$ 1593491
51493,,,$ 8221999
51494,,,
51495,,,$ 8832
51496,,$ 107797,$ 16299520
51497,,$ 2659,$ 9318
51498,,,$ 1859094
51499,,,
51500,$ 20000,,
51501,CNY 3000000,,$ 4118896
51502,$ 19000000,$ 455654,$ 3676533
51503,,,
51504,,,
51505,,,
51506,INR 100000000,,
51507,INR 45200000,,
51508,,,
51509,INR 100000000,,
51510,,,
51511,,,
51512,,,
51513,INR 150000000,,
51514,,,
51515,,,
51516,,,
51517,,,
51518,,,
51519,INR 70000000,,
51520,INR 50000000,,
51521,INR 60000000,,
51522,,,
51523,$ 2500000,,
51524,$ 2500000,,
51525,,$ 12578,$ 12578
51526,,,$ 295772
51527,,,$ 2017741
51528,,,
51529,GBP 150000000,$ 296347721,$ 976952911
51530,$ 1125000,,
51531,$ 2000000,,
51532,$ 20000000,$ 43869350,$ 57197876
51533,$ 3000000,,
51534,,,$ 291243
51535,HUF 220000000,,
51536,,,$ 926976
51537,,,
51538,,,
51539,$ 2000000,,
51540,,$ 809752,$ 3252136
51541,,,$ 13247396
51542,EUR 3200000,,$ 9168516
51543,,,$ 1963274
51544,EUR 6800000,,$ 176615
51545,EUR 1622756,,$ 3922485
51546,,,$ 229521
51547,,,
51548,,,$ 4959
51549,,,$ 86309
51550,,,
51551,EUR 6000000,,$ 408793
51552,,,
51553,,,$ 4147509
51554,,,
51555,,,$ 1698848
51556,$ 1000000,,
51557,,,
51558,$ 750000,,
51559,$ 500000,,
51560,$ 1600000,,
51561,,$ 25526,$ 25526
51562,CAD 3500000,,
51563,,,$ 9026898
51564,,,
51565,,,$ 236855
51566,,$ 11434,$ 11326121
51567,,$ 1579146,$ 68089668
51568,,,$ 338622
51569,,,
51570,,,
51571,$ 3000000,,
51572,INR 80000000,,
51573,,,
51574,INR 82000000,,
51575,$ 10000000,$ 47566524,$ 63649529
51576,EUR 650000,,
51577,,$ 12000,$ 21868
51578,,,$ 131076
51579,,,$ 132510
51580,,,$ 1625202
51581,$ 500000,,$ 5830
51582,,,$ 272737
51583,,,$ 4409042
51584,$ 8500000,,$ 7172979
51585,,,
51586,,$ 11951,$ 11951
51587,$ 2000000,,$ 6819
51588,EUR 1700000,,
51589,,,
51590,EUR 700000,,$ 341488
51591,,,
51592,EUR 350000,,$ 23487
51593,,,
51594,,,$ 1550661
51595,,,
51596,,,$ 39021
51597,,,$ 1042436
51598,,,
51599,,,
51600,$ 1000000,,$ 32
51601,EUR 2500000,,$ 1757609
51602,,,$ 1668347
51603,CZK 17000000,,$ 549025
51604,$ 2500000,,
51605,,,$ 1484930
51606,,,
51607,,,
51608,,,$ 96802
51609,,,
51610,$ 3200000,,
51611,$ 500000,,
51612,,,
51613,,,
51614,$ 200000,,
51615,,,
51616,,,
51617,,,$ 322759
51618,,,$ 49485
51619,,,$ 793102
51620,HKD 10000000,,$ 1379416
51621,$ 1235000,,
51622,,,$ 130016
51623,$ 5000000,$ 2229058,$ 5144717
51624,,,$ 1356
51625,,,$ 4780
51626,$ 450000,,
51627,,$ 397641,$ 408229
51628,$ 25000000,$ 145000989,$ 226837760
51629,,,$ 3234915
51630,$ 2300000,,$ 1245621
51631,$ 5000000,$ 65388,$ 784604
51632,$ 2500000,,
51633,$ 5000000,,$ 1865696
51634,$ 1950000,,$ 1329998
51635,$ 13000000,$ 49121934,$ 49778552
51636,EUR 2350000,,$ 1448891
51637,$ 4000000,,
51638,,,$ 1554077
51639,,,$ 36745063
51640,$ 150000000,$ 131772187,$ 319713881
51641,GBP 100000,,
51642,AUD 1600000,,$ 225834
51643,$ 6000000,,
51644,$ 20000000,$ 17529157,$ 55362705
51645,AUD 1400000,,$ 46137
51646,$ 2500000,$ 278356,$ 943547
51647,,,
51648,$ 2000000,,
51649,,,
51650,,,
51651,,,
51652,,,$ 1577570
51653,,,$ 224360
51654,$ 15400000,,$ 3862534
51655,,$ 1095398,$ 3796190
51656,$ 200000,,
51657,,,$ 2243249
51658,EUR 65000000,,$ 33885979
51659,EUR 65000000,,$ 52377611
51660,$ 1500000,,$ 5747
51661,,,$ 2184787
51662,,$ 207378,$ 49529913
51663,EUR 600000,,$ 372486
51664,$ 500000,,$ 153801
51665,EUR 1200000,,$ 2289936
51666,,,$ 3219449
51667,,,$ 337229
51668,MXN 10000000,,$ 151671
51669,,,$ 4262066
51670,EUR 6000000,,$ 4657552
51671,,$ 142666,$ 142666
51672,$ 92000000,$ 110515313,$ 195702811
51673,,,
51674,,,
51675,,,$ 5735240
51676,$ 500000,,
51677,,,$ 1405814
51678,,,
51679,KRW 1000000000,,$ 45136
51680,$ 172000,,
51681,,,
51682,,$ 27595,$ 39924
51683,EUR 1400000,,$ 667849
51684,,,
51685,,,
51686,,,
51687,,,$ 22211
51688,,,$ 264106
51689,,,$ 627896
51690,,,$ 6288195
51691,EUR 11000000,,$ 12389088
51692,$ 110000000,$ 118311368,$ 293503354
51693,$ 220000,,
51694,,,$ 239880
51695,EUR 2000000,,$ 938
51696,,,
51697,,,$ 826394
51698,,,$ 80586
51699,$ 500000,,
51700,$ 32000000,$ 54712227,$ 147332697
51701,,,
51702,,,$ 8540
51703,,,
51704,$ 120000,,
51705,GBP 1100000,,
51706,$ 22700,,
51707,,,
51708,,,$ 126340
51709,$ 2300,,
51710,$ 600000,,$ 4586
51711,,,
51712,,,
51713,,,$ 11678
51714,,,$ 31959
51715,$ 13000000,$ 106954678,$ 329398046
51716,$ 20000000,$ 39263506,$ 44655002
51717,$ 100000000,$ 35053660,$ 154711438
51718,,,
51719,$ 230000000,$ 262030663,$ 757930663
51720,EUR 725000,,$ 2842635
51721,EUR 3000000,,$ 4895256
51722,,$ 851540,$ 12940622
51723,,,$ 2121971
51724,NOK 21277000,,$ 1232102
51725,,,$ 39171
51726,,,$ 363125
51727,,,$ 146698
51728,,$ 11163,$ 1350967
51729,,,
51730,,,$ 197621
51731,,$ 88148,$ 2476766
51732,$ 48000000,$ 64506874,$ 163403799
51733,,,$ 7717183
51734,,,
51735,,$ 17625,$ 17625
51736,,,$ 915624
51737,SEK 210000000,,$ 8787136
51738,,,
51739,$ 1000000,,
51740,$ 22000000,$ 20668843,$ 26412163
51741,,,
51742,,,$ 1495120
51743,$ 400000,,$ 863863
51744,,,$ 485126
51745,,,$ 4201862
51746,$ 15000000,,$ 579626
51747,SEK 18000000,,$ 272099
51748,$ 60000000,$ 217326974,$ 365352546
51749,,,
51750,,$ 46026,$ 185699
51751,,,$ 53256
51752,EUR 1500000,$ 1601,$ 2744414
51753,EUR 18000000,,$ 23963065
51754,EUR 13000000,,$ 6604944
51755,,,
51756,,,$ 42308657
51757,,,$ 797162
51758,,,
51759,,,$ 5945
51760,,,$ 2006521
51761,$ 1000000,,
51762,,,$ 507211
51763,EUR 8500000,,$ 136295
51764,,,
51765,EUR 1500000,,$ 110900
51766,,,$ 3197056
51767,$ 13000000,$ 217277,$ 4052191
51768,INR 3000000,,$ 18241
51769,GBP 1000000,,$ 241369
51770,$ 15500000,$ 318623,$ 318623
51771,,$ 532878,$ 532878
51772,$ 200000000,$ 105269730,$ 321669741
51773,,,$ 22496
51774,,,$ 1788194
51775,$ 150000,,
51776,,,
51777,$ 10000000,$ 952820,$ 1051907
51778,$ 30000000,$ 41850659,$ 84375346
51779,,,$ 3240
51780,,,$ 1846414
51781,$ 3000000,,$ 2157711
51782,CAD 2500000,,
51783,,,
51784,,,
51785,$ 5000000,,$ 26013
51786,,,$ 10638
51787,,,$ 2373726
51788,,,
51789,$ 2000000,,
51790,,,
51791,$ 35000000,$ 22911480,$ 75981180
51792,,,$ 3015008
51793,,,
51794,$ 5000000,$ 224409,$ 224409
51795,,,
51796,,,
51797,$ 1000000,$ 8321,$ 8321
51798,$ 90000000,$ 100018837,$ 204313400
51799,,,$ 53418
51800,,,
51801,$ 2500000,$ 17419,$ 17419
51802,$ 80000000,$ 110101975,$ 212874864
51803,,,
51804,$ 10000000,$ 1785,$ 1785
51805,$ 55000,$ 16814,$ 16814
51806,EUR 4500000,,$ 81744033
51807,,,
51808,,,
51809,,,$ 82360
51810,EUR 2500000,,$ 10947653
51811,EUR 4773906,$ 610825,$ 3383108
51812,$ 5000000,,
51813,EUR 25000000,,$ 26611650
51814,$ 8000000,$ 70600,$ 6692182
51815,,,
51816,,,
51817,MXN 19500000,,$ 281000
51818,$ 1000000,,
51819,$ 5000000,,
51820,,$ 13439,$ 388174
51821,EUR 3000000,,$ 2276834
51822,EUR 2800000,,$ 206965
51823,,,
51824,,,$ 282191
51825,$ 4000000,$ 95,$ 95
51826,$ 11000000,$ 90559416,$ 252909177
51827,$ 35000000,$ 11001272,$ 29196409
51828,,,
51829,,,
51830,,,
51831,,$ 302232,$ 1791937
51832,,,$ 6532677
51833,$ 2000000,,
51834,$ 50000000,$ 25450527,$ 60253843
51835,$ 8500000,$ 146750,$ 188126
51836,SGD 4000000,,$ 161320
51837,,,$ 14924998
51838,$ 8000000,$ 17432844,$ 22818256
51839,,$ 52292,$ 483737
51840,$ 10000000,,
51841,$ 150000000,$ 63150991,$ 215283742
51842,,,
51843,$ 1500000,,$ 154772
51844,,,
51845,$ 5000000,$ 518522,$ 2874474
51846,,,
51847,,$ 191442,$ 8658713
51848,$ 25000000,$ 93617009,$ 129190869
51849,,,
51850,$ 8000000,$ 109846,$ 3234706
51851,,,$ 351283
51852,GBP 7000000,,$ 29066681
51853,EUR 2000000,,
51854,$ 2500000,,
51855,EUR 1490000,,$ 512096
51856,,,
51857,,,$ 1987390
51858,EUR 8000000,,$ 492068
51859,,,
51860,,,$ 16330622
51861,,,
51862,$ 5000000,$ 347977,$ 347977
51863,$ 25000000,$ 11538204,$ 15625544
51864,EUR 1531168,,$ 931017
51865,,,
51866,$ 10000,,
51867,,,$ 11208511
51868,,,
51869,,,$ 986264
51870,,,$ 18160598
51871,,$ 4629,$ 2160790
51872,,,$ 7903158
51873,,,$ 33377
51874,,,
51875,EUR 1200000,,$ 312311
51876,,,$ 8320
51877,$ 3500000,,$ 958691
51878,,,$ 56652
51879,,,$ 12071
51880,$ 1230000,,
51881,,,
51882,,,$ 2507321
51883,$ 250000,,
51884,EUR 3900000,,$ 2955081
51885,,,$ 1318601
51886,,,$ 1569231
51887,,,
51888,$ 150000000,$ 73864507,$ 185770160
51889,,,
51890,,,
51891,$ 55000000,$ 7873007,$ 17929684
51892,$ 80000000,$ 79366978,$ 233093859
51893,,,
51894,,,
51895,,,
51896,$ 45000000,,$ 19652185
51897,,,
51898,$ 8000000,,$ 35402
51899,,$ 12313694,$ 16724933
51900,EUR 10000000,,$ 11982346
51901,$ 110000,,
51902,$ 3000000,,
51903,,,$ 164569
51904,$ 100000000,$ 148438600,$ 310650585
51905,AUD 174000,,$ 1985
51906,$ 7500000,,
51907,,,$ 15396
51908,,,$ 16573
51909,,,$ 2187900
51910,,,
51911,,,
51912,,$ 47071,$ 170324
51913,,$ 1708,$ 27765
51914,,,$ 3130306
51915,CAD 250000,,
51916,$ 14000000,$ 15515460,$ 22955544
51917,,,
51918,,,
51919,EUR 100000,,
51920,,,$ 1111745
51921,EUR 1062000,,$ 231804
51922,$ 3500000,,$ 579717
51923,,,
51924,$ 475000,,
51925,,,
51926,$ 29500000,,$ 23772559
51927,,,
51928,,,
51929,,,
51930,,,
51931,$ 2500000,$ 4643,$ 15617
51932,,,
51933,,,
51934,$ 4000000,,
51935,,,
51936,,,
51937,,,
51938,,,
51939,,,
51940,,,
51941,,,$ 403819
51942,NZD 35000,,
51943,,,
51944,GBP 10000000,$ 341323,$ 2058675
51945,$ 300000000,$ 229024295,$ 681871991
51946,GBP 2500000,,$ 9439
51947,$ 13000000,$ 3581642,$ 14894347
51948,$ 2000000,,
51949,$ 15000000,$ 149528,$ 2143005
51950,,,
51951,$ 20000000,$ 64167069,$ 136316880
51952,$ 5500000,,
51953,,,
51954,$ 15700000,$ 6008677,$ 27039669
51955,,,$ 208605
51956,,$ 81680,$ 125061
51957,$ 400000,,
51958,$ 500000,,
51959,,,$ 2721507
51960,$ 2500000,,
51961,,,$ 7215385
51962,$ 250000,,
51963,,$ 697369,$ 9178465
51964,,,
51965,$ 500000,,
51966,,,$ 411734
51967,,,
51968,$ 32000000,$ 34194407,$ 108902486
51969,,$ 351059,$ 1194397
51970,,,
51971,,,
51972,$ 3000000,,$ 12543015
51973,,,
51974,,,$ 3416500
51975,$ 20000000,$ 5210988,$ 12225023
51976,$ 500000,,
51977,$ 35000000,$ 49492060,$ 96753696
51978,,,$ 763728
51979,$ 6000000,$ 52132,$ 52132
51980,$ 7000000,,$ 676860
51981,,,$ 37359
51982,INR 5000000,,$ 91389
51983,EUR 2000000,,$ 160001
51984,$ 1500000,,$ 208576
51985,,,$ 926400
51986,,,$ 746669
51987,,,$ 858807
51988,,,$ 207433
51989,$ 12000,,
51990,,,$ 721328
51991,CAD 2000000,,
51992,,,
51993,$ 22000000,$ 9540691,$ 25806953
51994,,,
51995,,,
51996,,,
51997,,,
51998,,,
51999,,,$ 45354
52000,,,
52001,,,
52002,$ 1000000,$ 2511476,$ 5457664
52003,AUD 8240000,,$ 1739445
52004,$ 82000000,$ 36392502,$ 89792502
52005,,,$ 6669291
52006,,,
52007,,,$ 17640
52008,$ 17000000,$ 24719879,$ 24719879
52009,,,$ 2513357
52010,,$ 24502,$ 1911270
52011,$ 75000,$ 382807,$ 382807
52012,,,$ 504875
52013,$ 550000,,
52014,$ 155000000,$ 104386950,$ 415686217
52015,$ 2000000,,$ 133250
52016,$ 200000,,
52017,$ 2500000,$ 352810,$ 352810
52018,$ 15000000,$ 266967,$ 287567
52019,$ 1000000,,
52020,$ 10000000,$ 31487293,$ 33556631
52021,$ 7200000,,
52022,,,$ 116536
52023,,,$ 956569
52024,,,$ 3248267
52025,,,$ 202099
52026,,,$ 109366
52027,,,$ 854171
52028,EUR 800000,,$ 48166
52029,,,$ 830828
52030,,,
52031,,,
52032,,,$ 4891205
52033,,,$ 250905
52034,$ 135000000,$ 77591831,$ 373993951
52035,$ 5000000,,$ 256851
52036,$ 1000000,,
52037,,,
52038,CAD 2000000,,
52039,$ 7000000,$ 26441782,$ 47315959
52040,INR 30000000,,$ 207755
52041,,,$ 16062566
52042,,,$ 9429431
52043,,,$ 1889755
52044,,,
52045,,,$ 5731770
52046,,,
52047,,,$ 94173
52048,,,$ 87309
52049,,,$ 158739
52050,,$ 61822,$ 193531
52051,,,
52052,$ 10000000,,$ 304127
52053,,,
52054,$ 2500000,$ 29731,$ 29731
52055,,,$ 18993
52056,$ 50000,,
52057,,,
52058,$ 8000,,$ 4882
52059,EUR 4300000,,$ 772687
52060,$ 2100000,,
52061,$ 82000,,
52062,,,
52063,$ 100000,,
52064,$ 7000000,,$ 183844
52065,,,$ 458625
52066,EUR 6000000,$ 2134,$ 569206
52067,EUR 4213000,,$ 3536561
52068,,,
52069,,$ 675102,$ 9354562
52070,,,$ 2359205
52071,$ 10500000,$ 26593646,$ 45491656
52072,$ 9600000,,
52073,$ 75000000,$ 83077833,$ 201545517
52074,,$ 484108,$ 6773493
52075,,,
52076,,,$ 79835
52077,GBP 500000,,$ 112307
52078,,,$ 52433
52079,GBP 1500000,$ 154084,$ 3185113
52080,,,
52081,$ 80000000,$ 38577772,$ 122444772
52082,,$ 1223869,$ 21897373
52083,,,$ 725567
52084,INR 8000000,,
52085,EUR 4480000,,$ 340836
52086,,,
52087,$ 3000000,,$ 55639741
52088,,,
52089,,,
52090,$ 90000000,$ 209028679,$ 524028679
52091,$ 22000000,$ 23530831,$ 27675014
52092,$ 2000000,,
52093,DKK 16500000,,$ 1711260
52094,,,$ 7205
52095,$ 30000000,$ 76808654,$ 162655351
52096,,,
52097,GBP 900000,$ 19367,$ 694422
52098,$ 55000,,
52099,,,$ 13219807
52100,$ 25000,$ 172605,$ 1294176
52101,,,$ 1304086
52102,,,$ 173914
52103,THB 100000000,,$ 2849046
52104,,,$ 374285
52105,,,$ 70015
52106,$ 25000000,$ 80014842,$ 114984666
52107,$ 1000000,,
52108,,,
52109,,,$ 2111595
52110,,,
52111,EUR 3200000,,$ 10703818
52112,,,$ 1120993
52113,$ 2150000,,
52114,,,$ 7544972
52115,,,$ 24387667
52116,,$ 858415,$ 858415
52117,,$ 125045,$ 222776
52118,$ 120000000,$ 98780042,$ 227817248
52119,,$ 1082124,$ 1144438
52120,,,
52121,,,
52122,EUR 330000,,
52123,,,$ 3121563
52124,$ 790000,,$ 122408
52125,,$ 77907,$ 77907
52126,,,
52127,,,
52128,,,
52129,$ 1000000,,
52130,,,$ 5215613
52131,,,$ 2402432
52132,,,$ 264642
52133,,$ 476032,$ 13236817
52134,,,$ 3959804
52135,,,$ 3847751
52136,,,
52137,$ 8000000,$ 5151,$ 6177725
52138,CAD 200000,,
52139,,,
52140,,,
52141,$ 2000000,,$ 436809
52142,,$ 1060922,$ 7356393
52143,,,
52144,$ 30000000,$ 40259119,$ 63782078
52145,$ 100000000,$ 116900694,$ 392000694
52146,,,
52147,$ 500000,,
52148,$ 4000000,,$ 919445
52149,,$ 1097797,$ 19073095
52150,,,$ 4862092
52151,$ 20000000,$ 13367624,$ 27090159
52152,$ 400000,,
52153,$ 10000,,
52154,$ 1000000,,
52155,,,$ 698960
52156,,,$ 6599143
52157,,,$ 797693
52158,$ 1700000,,$ 1431983
52159,$ 8247000,$ 457380,$ 11283337
52160,,,$ 3320936
52161,,,$ 1312468
52162,,,$ 1244710
52163,,$ 48334,$ 2728869
52164,,,$ 5262711
52165,$ 15500000,,$ 58387
52166,,$ 435274,$ 5078060
52167,,,
52168,,,$ 3655844
52169,,$ 57046,$ 7846608
52170,,,$ 410999
52171,,$ 104567,$ 2996312
52172,,,$ 67700
52173,,,
52174,$ 500000,,
52175,,,$ 692242
52176,,,
52177,,,$ 182030
52178,EUR 4500000,,$ 2062203
52179,,,
52180,,,$ 1340927
52181,,,$ 2110000
52182,,$ 15347,$ 305103
52183,,,$ 3571232
52184,,,$ 1593365
52185,$ 3800000,,
52186,EUR 5269000,,$ 2159162
52187,,,$ 6063158
52188,,,
52189,,$ 360886,$ 1591520
52190,,,$ 2009707
52191,,,
52192,,,$ 104256
52193,,,$ 29051
52194,,,
52195,,,$ 1099975
52196,,$ 45610425,$ 51549674
52197,,,
52198,$ 400000,,$ 75853
52199,,,$ 790167
52200,,,
52201,,,
52202,,,$ 17889
52203,$ 750000,,
52204,,$ 40796,$ 9795470
52205,$ 21800000,,$ 716580
52206,,,
52207,,,$ 76089199
52208,,,$ 2036253
52209,,,$ 398514
52210,,,$ 7641
52211,,$ 7116,$ 6522186
52212,,,$ 1453240
52213,,,$ 3479155
52214,,,
52215,,,$ 63193
52216,,$ 16070,$ 721712
52217,EUR 1600000,,$ 1406016
52218,CAD 3000,,
52219,,,$ 14391750
52220,,$ 116372,$ 220360
52221,,,
52222,,,$ 1940300
52223,,,$ 180144
52224,,,
52225,,,
52226,,,$ 1409678
52227,,,$ 2851808
52228,,,$ 10412376
52229,,,$ 45718
52230,AUD 1000,,
52231,,,
52232,$ 25000000,$ 10324441,$ 11168712
52233,,,$ 37402
52234,,,$ 3612844
52235,,,
52236,,,
52237,$ 1000000,,
52238,,,$ 711750
52239,,,$ 27638625
52240,,,
52241,,,
52242,$ 100000,,
52243,,,$ 86463
52244,,,$ 11760
52245,,$ 1561048,$ 2113008
52246,,,
52247,,,
52248,,,
52249,,$ 20450,
52250,$ 65000000,$ 152647258,$ 418765321
52251,$ 1300000,,$ 1060921
52252,,,
52253,,,
52254,,,
52255,,$ 102000,$ 102000
52256,,,$ 29080
