,avg_vote,votes,metascore,reviews_from_users,reviews_from_critics
42867,6.0,492,,13.0,8.0
42868,6.3,101,,,1.0
42869,7.3,447,,1.0,1.0
42870,7.1,76845,66.0,212.0,88.0
42871,3.4,135,,5.0,4.0
42872,7.6,18028,84.0,69.0,72.0
42873,4.6,117,,5.0,
42874,6.0,80904,64.0,634.0,203.0
42875,5.4,159,,4.0,
42876,8.5,20184,89.0,100.0,65.0
42877,6.6,9213,,82.0,25.0
42878,6.3,360,,,
42879,5.6,160399,39.0,1434.0,236.0
42880,5.3,2234,,14.0,9.0
42881,5.9,255,,4.0,
42882,4.7,247,,7.0,
42883,4.2,128,,4.0,
42884,2.5,206,,12.0,4.0
42885,6.7,30815,,81.0,38.0
42886,5.4,159,,,2.0
42887,5.1,391,,7.0,2.0
42888,6.6,14220,,30.0,15.0
42889,6.8,104,,,
42890,6.0,455,,8.0,3.0
42891,6.7,574,,5.0,3.0
42892,7.0,1255,82.0,10.0,40.0
42893,2.8,1411,,38.0,15.0
42894,6.6,130,,1.0,2.0
42895,5.6,281,,5.0,3.0
42896,5.6,219,,1.0,
42897,3.7,202,,8.0,6.0
42898,5.8,209,,3.0,2.0
42899,7.0,347,,2.0,7.0
42900,4.1,150,,19.0,5.0
42901,5.6,550,,15.0,2.0
42902,6.8,1087,,3.0,35.0
42903,5.6,487,,5.0,3.0
42904,7.9,50087,78.0,88.0,128.0
42905,7.3,1952,,7.0,12.0
42906,6.8,635,52.0,5.0,13.0
42907,5.8,204,,1.0,
42908,5.9,696,,,1.0
42909,8.2,319137,80.0,446.0,242.0
42910,6.9,160,,3.0,3.0
42911,6.1,312,,9.0,11.0
42912,7.5,35612,66.0,109.0,137.0
42913,7.2,1903,,15.0,8.0
42914,7.0,209,,1.0,
42915,8.0,62020,54.0,144.0,57.0
42916,7.3,147,,1.0,
42917,6.6,2896,,5.0,12.0
42918,7.4,14788,,38.0,11.0
42919,6.7,185,,,
42920,6.5,339,,,1.0
42921,5.9,204,29.0,8.0,24.0
42922,5.5,1999,41.0,25.0,26.0
42923,6.4,141,,1.0,2.0
42924,5.2,2447,,37.0,2.0
42925,3.9,501,,12.0,1.0
42926,7.2,4994,,17.0,14.0
42927,7.1,1400,60.0,6.0,21.0
42928,7.0,31521,,85.0,19.0
42929,5.0,159,,3.0,2.0
42930,5.5,104,,4.0,1.0
42931,3.8,514,,8.0,16.0
42932,4.5,2355,,56.0,12.0
42933,7.2,46961,70.0,106.0,78.0
42934,6.2,405,,4.0,6.0
42935,6.8,759,,18.0,8.0
42936,6.2,450,,11.0,11.0
42937,8.0,2502,,33.0,6.0
42938,6.1,5332,27.0,27.0,15.0
42939,5.4,135,,7.0,10.0
42940,5.4,295,,9.0,7.0
42941,7.1,525,,2.0,
42942,6.8,122,,4.0,6.0
42943,5.8,141,,3.0,
42944,5.9,458,,5.0,1.0
42945,5.4,108,,4.0,2.0
42946,3.4,151,,1.0,
42947,5.7,184,,5.0,
42948,6.9,16492,66.0,87.0,117.0
42949,6.0,268239,72.0,2423.0,419.0
42950,5.6,625,,15.0,14.0
42951,6.0,508,,11.0,4.0
42952,6.2,221,,3.0,5.0
42953,5.5,529,,12.0,14.0
42954,5.8,438,,16.0,10.0
42955,6.4,346,,5.0,3.0
42956,6.9,125,,,
42957,6.8,87658,30.0,265.0,61.0
42958,3.3,188,,10.0,5.0
42959,6.9,228,57.0,4.0,10.0
42960,6.1,4756,51.0,56.0,83.0
42961,4.6,259,,6.0,4.0
42962,4.5,5038,29.0,59.0,66.0
42963,6.0,148,,1.0,3.0
42964,5.4,132,,4.0,2.0
42965,7.8,8074,,49.0,10.0
42966,5.9,616,,3.0,5.0
42967,6.7,2290,,12.0,11.0
42968,6.6,15040,67.0,136.0,145.0
42969,4.4,1520,,3.0,3.0
42970,4.2,807,,7.0,3.0
42971,5.0,109,,10.0,
42972,7.5,511,,1.0,2.0
42973,4.4,494,,6.0,3.0
42974,2.9,107,,4.0,
42975,5.8,104744,38.0,390.0,211.0
42976,5.4,704,,3.0,4.0
42977,5.2,1999,,12.0,5.0
42978,6.5,193,61.0,2.0,8.0
42979,6.3,4412,69.0,38.0,60.0
42980,6.4,508,,2.0,3.0
42981,6.4,138,,2.0,5.0
42982,6.5,226,,5.0,7.0
42983,5.7,509,,12.0,7.0
42984,5.4,13128,,47.0,18.0
42985,6.5,182,,,2.0
42986,6.1,803,,7.0,2.0
42987,6.0,504,57.0,7.0,16.0
42988,1.3,1691,,57.0,17.0
42989,3.2,322,,5.0,4.0
42990,7.3,562,,9.0,9.0
42991,3.0,465,,31.0,7.0
42992,5.7,5801,46.0,24.0,38.0
42993,2.3,651,,30.0,1.0
42994,5.9,92277,46.0,293.0,111.0
42995,6.5,1686,,8.0,16.0
42996,5.4,249,,5.0,
42997,6.0,2519,44.0,35.0,52.0
42998,6.3,3001,,25.0,5.0
42999,6.3,907,,10.0,5.0
43000,4.4,660,,23.0,19.0
43001,7.8,208,,1.0,
43002,6.6,8486,34.0,75.0,27.0
43003,5.1,15263,43.0,192.0,102.0
43004,6.6,211,,2.0,1.0
43005,2.9,114,,10.0,2.0
43006,4.1,192,,8.0,3.0
43007,6.3,157683,46.0,924.0,87.0
43008,6.2,113,,2.0,2.0
43009,6.4,150,,1.0,5.0
43010,6.7,1374,,6.0,2.0
43011,4.2,1677,,18.0,5.0
43012,6.5,54336,47.0,326.0,106.0
43013,7.5,46846,68.0,316.0,123.0
43014,2.5,130,,1.0,4.0
43015,3.3,297,,7.0,2.0
43016,6.3,254,,1.0,10.0
43017,7.5,996,,12.0,3.0
43018,4.9,366,,23.0,3.0
43019,5.0,4695,,34.0,18.0
43020,5.7,129,,3.0,1.0
43021,6.5,351814,58.0,678.0,207.0
43022,6.7,1585,,9.0,6.0
43023,2.4,417,,20.0,8.0
43024,6.0,35049,38.0,107.0,93.0
43025,6.3,149,,1.0,7.0
43026,6.5,523,,28.0,10.0
43027,3.4,362,,7.0,12.0
43028,3.7,356,,10.0,14.0
43029,6.1,115,,3.0,1.0
43030,3.7,124,,1.0,8.0
43031,7.4,6202,74.0,27.0,59.0
43032,5.8,1552,74.0,30.0,33.0
43033,5.4,213,,3.0,1.0
43034,4.0,1480,,32.0,12.0
43035,7.7,136097,73.0,461.0,199.0
43036,7.0,28550,49.0,167.0,113.0
43037,6.2,257,,4.0,5.0
43038,5.9,279,,3.0,5.0
43039,6.3,224,,,2.0
43040,6.8,242,,,
43041,4.5,446,,3.0,6.0
43042,5.1,383,,5.0,5.0
43043,5.1,144,,4.0,3.0
43044,7.0,108,,1.0,1.0
43045,7.8,408,,,
43046,5.8,5732,34.0,102.0,104.0
43047,5.9,2282,,8.0,3.0
43048,4.7,101,,6.0,3.0
43049,4.9,1446,,7.0,4.0
43050,6.2,268,,1.0,1.0
43051,7.6,1890,,10.0,21.0
43052,7.0,290,,2.0,2.0
43053,6.9,357718,57.0,424.0,175.0
43054,7.5,2419,78.0,22.0,44.0
43055,6.3,142,,2.0,
43056,6.7,2348,,6.0,2.0
43057,7.3,8989,68.0,55.0,62.0
43058,6.6,241,,8.0,8.0
43059,6.9,1832,78.0,9.0,35.0
43060,5.7,1074,,3.0,6.0
43061,8.1,21837,82.0,105.0,93.0
43062,5.0,414,,7.0,5.0
43063,4.0,175,,8.0,3.0
43064,5.5,4692,,50.0,40.0
43065,6.6,490,,4.0,4.0
43066,6.4,462,,5.0,1.0
43067,6.3,69624,44.0,226.0,115.0
43068,7.2,150,,1.0,
43069,7.0,146,,3.0,16.0
43070,6.1,1912,,22.0,17.0
43071,8.0,173518,69.0,596.0,214.0
43072,6.6,10744,53.0,232.0,122.0
43073,7.6,6580,,39.0,8.0
43074,7.3,1877,76.0,16.0,28.0
43075,7.3,10568,55.0,49.0,57.0
43076,4.0,319,,11.0,1.0
43077,4.7,852,,9.0,11.0
43078,5.5,302,,1.0,
43079,3.4,589,,24.0,7.0
43080,4.8,185,,5.0,6.0
43081,6.7,206,,1.0,5.0
43082,6.8,1543,,10.0,27.0
43083,7.1,102,,,
43084,6.9,14325,,138.0,63.0
43085,3.9,394,,20.0,14.0
43086,6.8,1246,,4.0,1.0
43087,6.3,155,47.0,6.0,7.0
43088,7.2,285,,5.0,3.0
43089,6.7,510,,3.0,2.0
43090,2.5,498,,16.0,8.0
43091,8.0,505,,1.0,
43092,3.4,361,,,
43093,3.7,881,,,
43094,4.3,313,,7.0,5.0
43095,5.4,384,,14.0,10.0
43096,6.0,663,,21.0,2.0
43097,6.0,195,,8.0,4.0
43098,7.3,6483,65.0,70.0,68.0
43099,4.5,377,,6.0,1.0
43100,6.7,8926,53.0,65.0,41.0
43101,6.8,190,,1.0,
43102,5.1,1083,,14.0,10.0
43103,6.9,105,,,
43104,6.8,140,,,
43105,5.7,506,,1.0,4.0
43106,3.2,473,,11.0,4.0
43107,6.9,1057,,9.0,3.0
43108,6.8,248,,,
43109,3.0,8195,,168.0,36.0
43110,3.5,146,,6.0,2.0
43111,7.1,437,,1.0,1.0
43112,2.4,242,,9.0,4.0
43113,5.5,1738,,25.0,8.0
43114,6.2,167,,2.0,5.0
43115,6.4,12574,,108.0,75.0
43116,8.6,2839,,4.0,
43117,6.9,153,,13.0,9.0
43118,4.1,101,,3.0,2.0
43119,4.4,442,,2.0,1.0
43120,1.9,572,,10.0,1.0
43121,4.6,101,,1.0,
43122,3.9,136,,,1.0
43123,5.6,131,,1.0,7.0
43124,7.0,941,,10.0,1.0
43125,5.1,119,,,
43126,7.9,513,53.0,18.0,13.0
43127,3.7,104,,,
43128,6.3,154,,,
43129,7.9,1278,,1.0,1.0
43130,6.4,119,,1.0,
43131,7.4,324,,2.0,
43132,5.5,297,50.0,13.0,18.0
43133,5.7,846,55.0,11.0,11.0
43134,7.4,255,,6.0,
43135,6.9,190,,4.0,
43136,8.5,2672,,5.0,
43137,5.0,1640,,7.0,7.0
43138,8.1,128135,82.0,243.0,180.0
43139,9.0,3346,,10.0,
43140,4.3,211,,14.0,7.0
43141,4.7,768,,4.0,
43142,6.4,160,75.0,2.0,3.0
43143,4.3,437,,3.0,4.0
43144,8.3,1831,,2.0,1.0
43145,6.0,103,,,
43146,4.3,1566,,40.0,15.0
43147,5.6,177,,3.0,2.0
43148,6.5,1451,49.0,16.0,37.0
43149,6.6,8778,62.0,61.0,102.0
43150,6.2,564,,8.0,7.0
43151,5.7,140,,,4.0
43152,3.2,134,,6.0,
43153,5.2,1797,,4.0,7.0
43154,4.6,197,,3.0,7.0
43155,7.1,828,,11.0,6.0
43156,6.1,3071,47.0,46.0,21.0
43157,4.4,348,,31.0,
43158,5.7,5407,38.0,42.0,57.0
43159,7.8,825,,9.0,
43160,6.4,173,,3.0,7.0
43161,6.3,3797,,11.0,9.0
43162,5.5,131,,2.0,7.0
43163,6.6,697,,8.0,12.0
43164,7.3,67178,70.0,224.0,133.0
43165,6.7,256,,2.0,2.0
43166,5.6,326,,6.0,5.0
43167,5.5,157,,,1.0
43168,5.0,153,,,2.0
43169,5.8,833,,3.0,2.0
43170,6.0,187,,8.0,
43171,7.2,1070,,3.0,13.0
43172,6.5,164,,,
43173,8.0,2954,,6.0,
43174,6.7,108,,,
43175,7.6,163,,1.0,
43176,5.2,133,,3.0,2.0
43177,5.9,114758,51.0,514.0,244.0
43178,5.9,112,,,
43179,6.8,174,,,
43180,4.6,776,,19.0,16.0
43181,7.7,353,,1.0,2.0
43182,5.8,220,,6.0,8.0
43183,6.1,151,,,
43184,6.9,229,,1.0,
43185,6.3,1449,,2.0,3.0
43186,7.1,176,,1.0,
43187,6.0,112,,,
43188,3.7,177,,12.0,1.0
43189,6.8,256,,1.0,
43190,7.2,294,,2.0,1.0
43191,6.9,537,59.0,7.0,10.0
43192,7.2,426,,,
43193,7.1,51429,56.0,207.0,119.0
43194,7.0,941,,2.0,1.0
43195,4.8,155,,,
43196,5.3,126,,2.0,5.0
43197,8.3,3121,,6.0,6.0
43198,7.9,1268,,1.0,
43199,6.2,112,,,
43200,7.3,712,,5.0,6.0
43201,7.6,168,,1.0,
43202,3.7,441,,9.0,2.0
43203,6.3,1269,53.0,23.0,10.0
43204,6.9,211,,1.0,
43205,5.2,9151,37.0,75.0,52.0
43206,6.5,123,,2.0,
43207,4.8,225,,3.0,5.0
43208,7.0,332,,2.0,1.0
43209,7.1,327,,,1.0
43210,7.6,547,,2.0,3.0
43211,7.6,368,,3.0,2.0
43212,6.8,226,,,
43213,5.7,205,,4.0,1.0
43214,6.6,191486,45.0,341.0,81.0
43215,5.9,980,,5.0,2.0
43216,5.5,2304,45.0,48.0,66.0
43217,6.2,5289,,28.0,12.0
43218,5.1,104,,1.0,
43219,6.3,187,,1.0,
43220,6.2,436,,4.0,1.0
43221,6.6,348,,5.0,12.0
43222,5.4,4312,,30.0,17.0
43223,7.4,148,,,
43224,5.1,3325,25.0,54.0,16.0
43225,6.7,292,,3.0,7.0
43226,7.0,890,78.0,11.0,24.0
43227,5.9,79453,25.0,250.0,72.0
43228,5.2,100,,6.0,4.0
43229,7.3,494,,4.0,4.0
43230,7.5,1261,,7.0,15.0
43231,6.1,133,,2.0,1.0
43232,7.1,208,,,
43233,4.1,279,,3.0,4.0
43234,6.5,9568,,52.0,13.0
43235,5.8,63333,43.0,457.0,175.0
43236,5.0,77678,27.0,259.0,117.0
43237,6.3,59382,56.0,530.0,146.0
43238,6.5,340,,8.0,2.0
43239,6.6,61729,55.0,389.0,173.0
43240,4.3,917,,22.0,5.0
43241,3.4,129,,1.0,
43242,5.4,193,,,1.0
43243,6.4,370,,,
43244,5.7,168,,3.0,
43245,6.5,442126,55.0,831.0,240.0
43246,6.3,1564,,7.0,7.0
43247,7.7,2108,,26.0,1.0
43248,5.3,110,,,
43249,6.3,1452,,11.0,21.0
43250,4.7,157,,,
43251,5.8,382,28.0,11.0,15.0
43252,6.4,878,,4.0,9.0
43253,5.6,4096,47.0,38.0,43.0
43254,7.2,1348,,7.0,2.0
43255,3.7,147,,,
43256,6.9,106,33.0,13.0,7.0
43257,6.6,10974,59.0,70.0,60.0
43258,5.9,12923,,29.0,5.0
43259,6.5,101,,3.0,3.0
43260,6.0,132,,2.0,4.0
43261,6.5,145,,,
43262,6.6,433,,3.0,5.0
43263,5.4,853,,10.0,4.0
43264,2.6,112,,3.0,2.0
43265,7.2,199,,2.0,
43266,4.7,86112,34.0,401.0,203.0
43267,8.1,1813,,6.0,1.0
43268,7.6,1023,64.0,25.0,33.0
43269,3.9,187,,6.0,2.0
43270,7.2,324712,63.0,619.0,166.0
43271,3.2,701,,25.0,7.0
43272,6.0,4180,33.0,45.0,27.0
43273,4.2,29341,32.0,393.0,142.0
43274,3.0,191,,,
43275,5.3,217,,6.0,4.0
43276,4.6,4485,,65.0,34.0
43277,6.9,3015,,75.0,12.0
43278,6.3,178,,2.0,3.0
43279,7.7,1092,,,
43280,2.7,306,,15.0,2.0
43281,5.1,2249,,26.0,29.0
43282,7.6,1674,,5.0,3.0
43283,6.5,103,,1.0,
43284,4.7,355,,9.0,2.0
43285,6.4,215,,,
43286,7.3,752,,3.0,
43287,5.3,1461,,,1.0
43288,5.5,193,,6.0,1.0
43289,4.7,936,,3.0,1.0
43290,6.3,130168,64.0,291.0,153.0
43291,5.0,137,,4.0,7.0
43292,6.1,42875,47.0,221.0,105.0
43293,6.0,645,,5.0,
43294,4.5,639,,16.0,1.0
43295,4.6,274,,13.0,12.0
43296,6.8,123,,1.0,1.0
43297,7.8,229549,72.0,906.0,278.0
43298,4.5,6929,,92.0,38.0
43299,5.8,1452,,23.0,32.0
43300,4.6,13861,32.0,50.0,59.0
43301,4.9,134,,6.0,3.0
43302,5.7,162,,1.0,2.0
43303,6.0,150,,1.0,
43304,5.8,257,,18.0,23.0
43305,4.8,202,,6.0,3.0
43306,1.7,539,,11.0,4.0
43307,7.2,570,,6.0,20.0
43308,5.9,429,35.0,10.0,20.0
43309,6.6,478,,3.0,8.0
43310,7.1,310,,3.0,3.0
43311,6.5,280,,4.0,5.0
43312,6.6,251,,3.0,6.0
43313,5.4,164,36.0,7.0,6.0
43314,6.4,161,,1.0,1.0
43315,6.0,117,,2.0,3.0
43316,6.7,398,,3.0,
43317,7.2,286,,,
43318,3.9,137,,4.0,
43319,5.9,163547,38.0,538.0,90.0
43320,4.9,435,,12.0,7.0
43321,7.0,3477,63.0,36.0,42.0
43322,6.0,311,,5.0,
43323,6.9,181,,,
43324,4.9,2334,,40.0,15.0
43325,5.6,102,,3.0,1.0
43326,3.1,103,,1.0,
43327,6.9,150,,8.0,
43328,4.5,100,,3.0,
43329,6.6,1114,62.0,14.0,39.0
43330,6.8,130,,1.0,
43331,6.8,146,,4.0,1.0
43332,6.9,155,,1.0,5.0
43333,2.0,512,,24.0,4.0
43334,6.7,13089,59.0,137.0,48.0
43335,6.1,133,,2.0,
43336,3.7,580,,10.0,1.0
43337,1.4,540,,4.0,1.0
43338,7.1,196,,1.0,
43339,6.0,196,,3.0,
43340,4.7,153,,5.0,7.0
43341,7.5,4737,,45.0,16.0
43342,5.6,3919,,21.0,11.0
43343,7.6,633,,1.0,1.0
43344,8.3,278,,1.0,
43345,4.9,150,,3.0,5.0
43346,6.9,648,,6.0,10.0
43347,5.7,229,,11.0,
43348,6.2,179,,4.0,1.0
43349,7.2,154,,,
43350,6.4,116,,2.0,
43351,7.3,288525,54.0,659.0,381.0
43352,4.4,1429,,34.0,6.0
43353,5.2,100,,1.0,
43354,6.5,28942,60.0,246.0,117.0
43355,5.7,2217,38.0,13.0,15.0
43356,5.8,429,41.0,13.0,6.0
43357,6.3,1742,,27.0,7.0
43358,6.0,136,,5.0,1.0
43359,6.6,8378,63.0,70.0,77.0
43360,6.1,35673,46.0,137.0,66.0
43361,6.3,59049,59.0,180.0,123.0
43362,5.2,434,,13.0,22.0
43363,6.3,6051,36.0,37.0,24.0
43364,7.5,142,,1.0,
43365,7.0,299527,50.0,1080.0,295.0
43366,4.9,16882,,206.0,74.0
43367,7.0,1481,,10.0,7.0
43368,7.2,384415,81.0,2697.0,224.0
43369,4.5,152,,,
43370,6.5,523,,4.0,11.0
43371,6.5,279,,11.0,5.0
43372,6.8,231,,3.0,10.0
43373,6.9,2788,77.0,23.0,59.0
43374,6.6,108,,4.0,
43375,6.8,102,,3.0,5.0
43376,5.3,149,,3.0,15.0
43377,6.8,485,,5.0,16.0
43378,7.7,1056,,16.0,15.0
43379,6.5,298,,1.0,1.0
43380,5.5,20632,45.0,80.0,94.0
43381,7.2,31754,72.0,228.0,137.0
43382,6.3,9112,66.0,77.0,86.0
43383,6.6,267,57.0,10.0,22.0
43384,4.8,1551,,22.0,14.0
43385,6.1,19701,55.0,287.0,124.0
43386,5.8,142,,2.0,1.0
43387,6.2,772,,1.0,5.0
43388,4.7,27096,33.0,105.0,74.0
43389,6.2,555,,6.0,13.0
43390,3.9,347,41.0,4.0,7.0
43391,4.3,2840,27.0,30.0,44.0
43392,6.7,278,,4.0,2.0
43393,5.1,20698,31.0,111.0,55.0
43394,7.2,429,46.0,14.0,5.0
43395,6.5,139,,7.0,1.0
43396,6.3,376,,1.0,
43397,7.0,11009,58.0,83.0,102.0
43398,7.2,2319,,17.0,38.0
43399,4.0,264,,13.0,6.0
43400,6.3,8841,57.0,83.0,92.0
43401,5.9,26538,33.0,210.0,44.0
43402,7.2,7693,82.0,45.0,37.0
43403,3.8,220,,8.0,13.0
43404,8.3,1229958,69.0,1880.0,525.0
43405,5.6,1018,,26.0,6.0
43406,7.4,2169,,4.0,3.0
43407,5.3,17180,36.0,118.0,75.0
43408,5.1,115,,3.0,1.0
43409,5.9,122,,11.0,6.0
43410,7.7,351032,61.0,542.0,216.0
43411,7.7,320,,1.0,
43412,5.2,12054,33.0,97.0,83.0
43413,5.1,247,,3.0,4.0
43414,6.7,11931,53.0,112.0,106.0
43415,6.8,853,,6.0,
43416,6.1,605,,7.0,1.0
43417,6.8,146,,,2.0
43418,5.4,1344,,19.0,14.0
43419,4.1,1016,,12.0,11.0
43420,5.1,112056,40.0,411.0,153.0
43421,5.8,2316,51.0,28.0,20.0
43422,4.8,109,,,1.0
43423,2.2,51673,20.0,268.0,52.0
43424,6.3,489,,11.0,1.0
43425,4.3,130,,1.0,5.0
43426,7.5,49648,82.0,174.0,153.0
43427,7.4,396732,55.0,706.0,152.0
43428,6.3,1039,,8.0,21.0
43429,5.3,414,,4.0,3.0
43430,7.0,47063,79.0,210.0,192.0
43431,7.3,175733,62.0,671.0,269.0
43432,4.8,171,,5.0,3.0
43433,6.7,291,,2.0,
43434,6.9,3367,,35.0,58.0
43435,6.8,2079,,24.0,36.0
43436,6.5,220,,7.0,6.0
43437,6.6,115,,1.0,1.0
43438,6.8,659,,26.0,27.0
43439,5.6,87997,47.0,439.0,293.0
43440,7.3,664,59.0,15.0,16.0
43441,6.6,1520,65.0,47.0,15.0
43442,4.6,7574,,47.0,11.0
43443,6.7,124,,2.0,4.0
43444,6.4,9931,61.0,68.0,65.0
43445,5.5,535,,20.0,4.0
43446,2.2,301,,10.0,6.0
43447,7.1,1103,,4.0,1.0
43448,6.3,252,,5.0,
43449,4.7,448,,4.0,3.0
43450,6.2,9356,,75.0,8.0
43451,7.6,2678,,12.0,4.0
43452,6.4,272,66.0,5.0,7.0
43453,6.0,3798,,7.0,9.0
43454,6.0,137,,3.0,2.0
43455,5.7,113,,6.0,2.0
43456,6.2,530,,4.0,6.0
43457,5.2,356,,13.0,7.0
43458,1.6,114,,7.0,
43459,4.9,130,,,5.0
43460,5.4,358,,3.0,4.0
43461,3.2,1919,,52.0,3.0
43462,5.5,220,,5.0,1.0
43463,6.5,142,,2.0,3.0
43464,6.0,828,52.0,25.0,20.0
43465,3.4,221,,4.0,6.0
43466,7.1,317,,5.0,9.0
43467,7.4,1597,,7.0,18.0
43468,6.1,235,,3.0,13.0
43469,6.4,2770,55.0,42.0,24.0
43470,4.7,3235,,61.0,30.0
43471,6.9,127,,1.0,
43472,8.2,324686,82.0,636.0,209.0
43473,6.6,303,,3.0,8.0
43474,7.5,46584,75.0,193.0,188.0
43475,6.8,2506,64.0,21.0,55.0
43476,5.4,731,,9.0,19.0
43477,6.5,2355,64.0,24.0,52.0
43478,5.5,6117,,57.0,26.0
43479,5.3,171,,4.0,26.0
43480,5.0,21435,33.0,120.0,70.0
43481,6.2,1172,68.0,24.0,26.0
43482,6.3,2466,,15.0,7.0
43483,6.8,1322,,14.0,39.0
43484,5.7,2799,,11.0,5.0
43485,5.7,615,,1.0,
43486,4.3,2286,,15.0,23.0
43487,6.7,14343,46.0,256.0,88.0
43488,6.1,472,,33.0,4.0
43489,5.9,1419,21.0,26.0,13.0
43490,4.2,151,,,10.0
43491,7.0,4680,71.0,47.0,72.0
43492,6.5,599,,,
43493,7.3,230596,59.0,1108.0,297.0
43494,1.5,125,,11.0,1.0
43495,3.8,1132,,1.0,
43496,2.6,101,,3.0,
43497,6.7,2113,76.0,28.0,26.0
43498,7.2,84470,70.0,706.0,216.0
43499,4.8,150,43.0,3.0,11.0
43500,5.7,359,,1.0,
43501,7.0,364,,5.0,
43502,6.9,331,,20.0,3.0
43503,6.2,345,,5.0,7.0
43504,5.8,427,,1.0,1.0
43505,6.5,1240,,25.0,35.0
43506,6.9,358834,75.0,1508.0,286.0
43507,3.3,135,,3.0,
43508,6.9,13640,64.0,54.0,158.0
43509,5.9,202,,3.0,2.0
43510,3.3,521,,3.0,4.0
43511,4.8,2503,,2.0,
43512,5.9,202,,2.0,2.0
43513,5.9,530,55.0,76.0,22.0
43514,6.2,136,,3.0,1.0
43515,6.6,178782,46.0,564.0,188.0
43516,6.3,78956,38.0,337.0,146.0
43517,4.5,123,,4.0,1.0
43518,6.8,436,,1.0,
43519,6.5,180,,2.0,5.0
43520,6.6,1891,75.0,55.0,47.0
43521,6.0,264,,2.0,4.0
43522,6.4,970,52.0,15.0,28.0
43523,6.9,339,,3.0,4.0
43524,7.4,723,,2.0,1.0
43525,5.6,552,,10.0,1.0
43526,7.0,282,,6.0,5.0
43527,7.1,975,,12.0,24.0
43528,6.9,1282,,20.0,17.0
43529,5.3,481,,5.0,
43530,6.2,30951,43.0,154.0,75.0
43531,6.8,308,,,
43532,6.3,320,,2.0,3.0
43533,3.5,3451,,75.0,56.0
43534,6.7,40311,48.0,201.0,148.0
43535,5.8,380,41.0,11.0,20.0
43536,6.1,1178,,6.0,9.0
43537,7.1,128,,1.0,
43538,4.7,1613,,31.0,10.0
43539,7.6,66430,45.0,111.0,77.0
43540,7.0,436,,3.0,5.0
43541,5.5,151,,,
43542,7.5,723,,1.0,12.0
43543,7.1,1548,71.0,25.0,7.0
43544,8.4,501082,77.0,1014.0,336.0
43545,6.1,554,,,
43546,4.2,513,,10.0,
43547,4.2,806,,8.0,1.0
43548,3.4,1017,,34.0,7.0
43549,4.7,2115,,12.0,2.0
43550,8.3,4175,,19.0,3.0
43551,6.1,457,,11.0,8.0
43552,6.7,121,,,
43553,6.7,225525,55.0,409.0,146.0
43554,2.5,203,,7.0,
43555,5.6,218,,,
43556,5.7,1260,,16.0,5.0
43557,5.9,43716,29.0,156.0,93.0
43558,6.0,170,,1.0,1.0
43559,6.4,340,,7.0,1.0
43560,4.5,219,,4.0,1.0
43561,6.3,16512,54.0,139.0,102.0
43562,6.9,25041,63.0,204.0,150.0
43563,5.6,92528,26.0,223.0,168.0
43564,5.1,614,,15.0,23.0
43565,2.3,7513,,63.0,7.0
43566,5.5,120,,4.0,1.0
43567,6.4,1122,,23.0,7.0
43568,7.4,4803,,6.0,1.0
43569,5.0,174,,3.0,4.0
43570,5.1,12098,56.0,107.0,87.0
43571,6.7,1043,,11.0,11.0
43572,6.7,2526,74.0,35.0,67.0
43573,3.5,317,,11.0,10.0
43574,2.7,444,,14.0,1.0
43575,4.0,585,,50.0,7.0
43576,5.9,9937,,94.0,25.0
43577,7.1,805,62.0,8.0,16.0
43578,6.3,1760,,21.0,10.0
43579,6.8,848,61.0,13.0,17.0
43580,7.2,54891,65.0,263.0,300.0
43581,6.8,160,,,2.0
43582,7.0,402,,4.0,2.0
43583,5.1,197,52.0,2.0,6.0
43584,5.9,265,,11.0,12.0
43585,3.5,181,,13.0,5.0
43586,5.6,5048,,71.0,46.0
43587,6.8,465,,2.0,2.0
43588,4.6,1117,,11.0,4.0
43589,5.2,519,,2.0,3.0
43590,6.7,43501,65.0,238.0,191.0
43591,5.7,4364,,81.0,54.0
43592,6.4,1965,,60.0,22.0
43593,6.2,175,,,
43594,7.1,198,,1.0,
43595,5.1,167,,11.0,5.0
43596,3.3,1723,,30.0,19.0
43597,6.7,806,,3.0,12.0
43598,5.4,118,,4.0,2.0
43599,4.5,222,,6.0,9.0
43600,6.4,11564,,83.0,29.0
43601,6.4,88470,25.0,512.0,112.0
43602,6.9,124,,2.0,
43603,6.9,124449,76.0,638.0,362.0
43604,7.9,502322,76.0,981.0,272.0
43605,6.9,2516,,16.0,10.0
43606,2.9,495,,15.0,4.0
43607,4.6,367,,5.0,10.0
43608,6.6,1859,,17.0,3.0
43609,6.8,100424,55.0,209.0,127.0
43610,6.1,14201,,65.0,45.0
43611,2.9,701,,29.0,13.0
43612,3.4,477,,3.0,
43613,6.8,20986,63.0,225.0,126.0
43614,6.5,110683,57.0,233.0,274.0
43615,3.2,100,,7.0,2.0
43616,6.4,614,,16.0,25.0
43617,4.3,286,,34.0,5.0
43618,5.5,36885,,157.0,170.0
43619,6.1,1313,59.0,28.0,44.0
43620,3.9,25698,37.0,248.0,56.0
43621,7.2,3963,69.0,53.0,22.0
43622,6.5,264,,6.0,2.0
43623,6.9,2814,70.0,21.0,58.0
43624,4.7,28465,40.0,163.0,50.0
43625,5.9,1183,,11.0,5.0
43626,5.8,461,,5.0,4.0
