,avg_vote,votes,metascore,reviews_from_users,reviews_from_critics
5649,3.6,646,,32.0,18.0
5650,6.5,125,,8.0,1.0
5651,6.7,1385,,30.0,18.0
5652,6.7,1313,,19.0,27.0
5653,6.8,3287,,84.0,40.0
5654,6.9,773,,37.0,17.0
5655,7.3,2565,,42.0,39.0
5656,6.7,490,,20.0,11.0
5657,7.0,3059,,27.0,18.0
5658,6.2,105,,7.0,1.0
5659,6.8,471,,19.0,6.0
5660,6.6,174,,11.0,
5661,6.5,144,,8.0,6.0
5662,6.6,114,,2.0,
5663,7.0,171,,4.0,7.0
5664,6.7,369,,14.0,7.0
5665,4.0,1372,,79.0,29.0
5666,6.3,1870,,35.0,5.0
5667,7.0,5555,,65.0,22.0
5668,6.6,121,,1.0,1.0
5669,6.7,486,,16.0,5.0
5670,6.0,280,,15.0,3.0
5671,5.8,129,,9.0,2.0
5672,6.5,377,,15.0,4.0
5673,5.6,472,,34.0,9.0
5674,6.8,153,,12.0,4.0
5675,7.6,4202,,18.0,39.0
5676,7.2,427,,3.0,8.0
5677,6.5,1419,,34.0,12.0
5678,6.2,1800,,48.0,9.0
5679,6.5,450,,12.0,6.0
5680,6.5,1369,,7.0,16.0
5681,6.4,1237,,34.0,7.0
5682,6.9,401,,21.0,3.0
5683,7.0,170,,1.0,1.0
5684,6.6,379,,13.0,3.0
5685,6.1,102,,7.0,
5686,6.7,907,,29.0,4.0
5687,6.6,171,,12.0,3.0
5688,7.1,4356,,48.0,25.0
5689,6.7,140,,7.0,1.0
5690,5.9,215,,7.0,2.0
5691,7.2,2645,,28.0,30.0
5692,6.6,191,,14.0,5.0
5693,7.0,3073,,45.0,37.0
5694,7.0,294,,23.0,2.0
5695,6.3,1967,,17.0,10.0
5696,6.3,602,,27.0,4.0
5697,6.5,174,,10.0,2.0
5698,7.2,1280,,31.0,28.0
5699,7.1,1879,,53.0,13.0
5700,4.5,146,,8.0,4.0
5701,5.9,321,,17.0,10.0
5702,6.1,103,,4.0,2.0
5703,6.2,541,,20.0,8.0
5704,6.4,946,,30.0,11.0
5705,6.9,3467,,63.0,24.0
5706,6.2,1288,,27.0,11.0
5707,6.5,223,,8.0,1.0
5708,7.0,120,,7.0,1.0
5709,6.8,982,,37.0,11.0
5710,6.6,365,,19.0,7.0
5711,7.2,2370,,51.0,22.0
5712,7.0,685,,22.0,11.0
5713,7.7,823,,5.0,4.0
5714,6.4,328,,8.0,1.0
5715,7.1,401,,3.0,2.0
5716,5.6,168,,6.0,6.0
5717,7.1,164,,1.0,5.0
5718,6.8,586,,33.0,9.0
5719,7.1,760,,21.0,13.0
5720,6.9,242,,12.0,3.0
5721,6.5,109,,7.0,1.0
5722,6.8,326,,6.0,1.0
5723,6.6,121,,11.0,1.0
5724,6.3,276,,16.0,6.0
5725,2.7,390,,21.0,14.0
5726,6.7,112,,7.0,1.0
5727,6.8,1013,,15.0,6.0
5728,6.3,108,,8.0,
5729,6.4,1884,,40.0,24.0
5730,6.7,348,,13.0,6.0
5731,4.5,128,,13.0,3.0
5732,7.4,270,,3.0,5.0
5733,7.1,410,,1.0,1.0
5734,7.2,124,,3.0,1.0
5735,7.1,8125,,68.0,33.0
5736,7.5,343,,5.0,2.0
5737,7.4,14242,,187.0,77.0
5738,6.8,737,,19.0,9.0
5739,7.0,552,,17.0,9.0
5740,7.0,2734,,58.0,12.0
5741,6.9,121,,3.0,1.0
5742,6.5,479,,17.0,3.0
5743,6.6,597,,19.0,17.0
5744,7.4,1592,,32.0,11.0
5745,5.9,188,,8.0,3.0
5746,6.6,231,,4.0,4.0
5747,7.0,1350,,8.0,12.0
5748,7.2,275,,6.0,1.0
5749,6.2,220,,9.0,2.0
5750,6.7,2390,,42.0,16.0
5751,7.3,131,,3.0,10.0
5752,7.1,438,,15.0,7.0
5753,7.2,880,,26.0,15.0
5754,5.8,135,,9.0,4.0
5755,6.1,276,,17.0,1.0
5756,6.4,1349,,29.0,15.0
5757,6.5,122,,8.0,1.0
5758,6.4,119,,6.0,2.0
5759,6.8,194,,1.0,1.0
5760,6.8,730,,9.0,6.0
5761,6.2,627,,22.0,4.0
5762,5.2,962,,29.0,3.0
5763,6.9,177,,2.0,1.0
5764,6.6,770,,23.0,16.0
5765,5.9,119,,6.0,1.0
5766,6.8,2856,,46.0,37.0
5767,7.1,144,,3.0,
5768,6.6,205,,3.0,1.0
5769,6.5,202,,17.0,2.0
5770,7.7,7572,,81.0,57.0
5771,6.2,273,,10.0,1.0
5772,6.3,338,,15.0,6.0
5773,6.7,124,,7.0,1.0
5774,6.8,132,,6.0,1.0
5775,6.9,2128,,38.0,28.0
5776,6.5,843,,26.0,21.0
5777,5.2,229,,11.0,1.0
5778,6.7,2586,,63.0,33.0
5779,5.2,120,,5.0,2.0
5780,6.4,360,,10.0,2.0
5781,5.8,184,,12.0,1.0
5782,7.4,227,,3.0,
5783,7.4,7800,,100.0,41.0
5784,6.5,328,,13.0,8.0
5785,6.0,410,,15.0,10.0
5786,7.0,3126,,57.0,39.0
5787,7.1,361,,3.0,2.0
5788,6.4,228,,10.0,3.0
5789,6.1,102,,8.0,2.0
5790,7.3,1857,,36.0,18.0
5791,6.7,684,,18.0,6.0
5792,6.6,403,,17.0,5.0
5793,5.9,190,,11.0,5.0
5794,5.0,179,,9.0,10.0
5795,7.2,2295,,49.0,40.0
5796,5.7,152,,3.0,4.0
5797,5.4,118,,2.0,2.0
5798,6.3,1159,,33.0,9.0
5799,6.6,1071,,32.0,6.0
5800,6.6,225,,11.0,2.0
5801,7.0,137,,4.0,
5802,6.7,208,,12.0,4.0
5803,5.8,158,,11.0,4.0
5804,7.0,205,,2.0,1.0
5805,7.6,226,,1.0,2.0
5806,6.2,340,,12.0,9.0
5807,7.3,105,,1.0,2.0
5808,5.6,121,,7.0,1.0
5809,6.9,201,,9.0,3.0
5810,7.4,8399,,87.0,51.0
5811,5.9,123,,6.0,
5812,6.7,184,,7.0,2.0
5813,6.1,1432,,23.0,12.0
5814,7.2,869,,22.0,5.0
5815,6.6,281,,11.0,2.0
5816,6.1,184,,13.0,1.0
5817,6.4,271,,2.0,6.0
5818,6.6,118,,8.0,3.0
5819,7.2,834,,22.0,7.0
5820,6.6,157,,2.0,2.0
5821,7.7,7563,88.0,71.0,66.0
5822,6.9,124,,5.0,1.0
5823,7.9,249,,3.0,2.0
5824,6.4,177,,3.0,4.0
5825,6.5,323,,13.0,7.0
5826,6.2,128,,8.0,1.0
5827,6.4,215,,,1.0
5828,6.2,643,,33.0,1.0
5829,6.7,194,,5.0,2.0
5830,6.9,172,,4.0,4.0
5831,6.6,156,,10.0,2.0
5832,7.3,5670,89.0,66.0,57.0
5833,7.3,6646,75.0,62.0,50.0
5834,7.5,16076,,101.0,57.0
5835,7.1,726,,24.0,13.0
5836,6.9,510,,15.0,3.0
5837,6.7,326,,12.0,5.0
5838,6.4,102,,9.0,1.0
5839,5.9,101,,3.0,2.0
5840,6.4,466,,15.0,9.0
5841,6.5,613,,17.0,4.0
5842,6.1,111,,8.0,1.0
5843,5.3,160,,10.0,3.0
5844,6.1,323,,12.0,3.0
5845,6.8,345,,11.0,6.0
5846,6.0,106,,2.0,1.0
5847,6.3,115,,6.0,2.0
5848,7.6,14941,82.0,89.0,49.0
5849,6.6,1992,,16.0,24.0
5850,7.2,4911,,99.0,44.0
5851,6.2,248,,8.0,2.0
5852,5.6,196,,11.0,1.0
5853,6.7,579,,15.0,8.0
5854,6.6,421,,14.0,3.0
5855,6.8,2261,,64.0,37.0
5856,6.8,812,,30.0,5.0
5857,5.3,120,,8.0,4.0
5858,6.6,436,,13.0,8.0
5859,6.9,372,,16.0,5.0
5860,7.9,4899,,74.0,18.0
5861,6.7,199,,10.0,4.0
5862,6.3,172,,8.0,3.0
5863,6.8,164,,2.0,1.0
5864,6.6,159,,6.0,1.0
5865,6.1,799,,40.0,12.0
5866,6.3,236,,9.0,
5867,6.9,179,,5.0,3.0
5868,6.3,739,,16.0,9.0
5869,7.2,1436,,30.0,30.0
5870,6.2,131,,3.0,
5871,6.4,235,,10.0,2.0
5872,6.4,2761,,37.0,19.0
5873,7.7,4160,,66.0,23.0
5874,6.9,853,,21.0,4.0
5875,7.0,1587,,28.0,10.0
5876,2.0,621,,14.0,11.0
5877,6.2,709,,20.0,6.0
5878,6.9,542,,8.0,1.0
5879,7.5,1247,,9.0,16.0
5880,7.8,36285,,181.0,70.0
5881,6.2,184,,5.0,2.0
5882,5.7,112,,11.0,
5883,6.8,998,,17.0,14.0
5884,5.2,492,,21.0,5.0
5885,8.3,141507,,309.0,163.0
5886,7.6,26017,,199.0,89.0
5887,2.2,551,,10.0,4.0
5888,5.4,192,,11.0,
5889,8.0,10756,,69.0,64.0
5890,6.2,102,,6.0,1.0
5891,6.2,134,,3.0,
5892,7.0,338,,16.0,3.0
5893,6.6,1651,,16.0,18.0
5894,6.2,942,,23.0,3.0
5895,6.8,818,,24.0,4.0
5896,6.0,114,,5.0,3.0
5897,6.6,406,,19.0,5.0
5898,7.5,6187,,54.0,48.0
5899,6.7,583,,7.0,17.0
5900,6.5,124,,4.0,2.0
5901,6.7,189,,12.0,4.0
5902,7.2,448,,13.0,1.0
5903,6.4,4740,69.0,36.0,17.0
5904,6.4,1074,,11.0,9.0
5905,6.0,103,,,
5906,6.2,238,,13.0,
5907,6.6,808,,37.0,10.0
5908,6.9,860,,24.0,6.0
5909,6.8,246,,28.0,4.0
5910,7.1,250,,,
5911,6.6,124,,1.0,
5912,5.1,135,,5.0,5.0
5913,6.2,157,,10.0,5.0
5914,6.4,234,,15.0,3.0
5915,7.3,10007,,84.0,36.0
5916,6.4,1059,,33.0,7.0
5917,6.8,171,,10.0,1.0
5918,6.9,129,,1.0,7.0
5919,6.5,1105,,5.0,11.0
5920,7.1,118,,8.0,2.0
5921,6.3,229,,8.0,3.0
5922,5.7,901,,26.0,4.0
5923,5.9,281,,8.0,5.0
5924,6.7,149,,2.0,
5925,7.6,11788,74.0,95.0,82.0
5926,7.1,1044,,29.0,20.0
5927,7.0,106,,8.0,2.0
5928,5.8,190,,7.0,1.0
5929,6.0,515,,28.0,21.0
5930,6.3,274,,10.0,2.0
5931,6.9,974,,23.0,10.0
5932,5.7,112,,6.0,
5933,7.8,11025,84.0,76.0,47.0
5934,5.9,563,,15.0,4.0
5935,6.0,743,,27.0,13.0
5936,6.5,205,,7.0,2.0
5937,5.8,210,,9.0,4.0
5938,6.7,1168,,43.0,12.0
5939,6.7,181,,12.0,5.0
5940,7.0,251,,4.0,9.0
5941,6.8,3631,,41.0,29.0
5942,6.9,620,,8.0,8.0
5943,5.8,124,,11.0,1.0
5944,7.0,4285,,62.0,44.0
5945,7.2,2933,,57.0,37.0
5946,5.9,121,,5.0,
5947,6.6,124,,8.0,
5948,7.7,6063,,123.0,52.0
5949,7.0,220,,,
5950,7.2,186,,1.0,
5951,6.5,509,,8.0,10.0
5952,7.0,1827,,37.0,19.0
5953,7.2,4017,,62.0,37.0
5954,7.8,27426,,193.0,80.0
5955,8.1,29901,,173.0,114.0
5956,6.4,278,,9.0,4.0
5957,6.1,170,,6.0,5.0
5958,6.3,661,,22.0,8.0
5959,6.4,337,,16.0,6.0
5960,7.7,3570,,22.0,29.0
5961,6.0,157,,6.0,3.0
5962,7.3,2293,,49.0,29.0
5963,6.6,114,,5.0,4.0
5964,7.0,1868,58.0,37.0,17.0
5965,8.0,125949,73.0,397.0,119.0
5966,6.9,1009,,29.0,25.0
5967,6.5,229,,14.0,3.0
5968,7.3,428,,6.0,4.0
5969,6.6,399,,16.0,1.0
5970,6.7,172,,9.0,3.0
5971,7.0,1575,,48.0,10.0
5972,6.0,275,,11.0,4.0
5973,7.8,3745,,70.0,18.0
5974,6.8,4300,,55.0,54.0
5975,6.7,274,,6.0,11.0
5976,6.5,225,,9.0,8.0
5977,6.4,267,,9.0,5.0
5978,6.5,109,,2.0,3.0
5979,6.4,488,,28.0,9.0
5980,7.0,112,,5.0,1.0
5981,6.8,184,,8.0,3.0
5982,6.6,1052,,25.0,9.0
5983,7.0,118,,6.0,
5984,5.8,189,,9.0,7.0
5985,6.8,1444,,30.0,21.0
5986,6.7,367,,14.0,3.0
5987,6.4,153,,7.0,2.0
5988,6.5,242,,7.0,1.0
5989,6.2,156,,8.0,3.0
5990,6.6,266,,13.0,3.0
5991,7.6,6666,,75.0,43.0
5992,5.9,212,,13.0,7.0
5993,6.9,538,,23.0,7.0
5994,6.5,218,,9.0,3.0
5995,6.1,174,,2.0,
5996,6.9,2081,,28.0,19.0
5997,7.4,9456,,109.0,54.0
5998,6.7,469,,20.0,3.0
5999,6.4,1419,,68.0,29.0
6000,7.0,222,,12.0,1.0
6001,7.2,3400,,37.0,28.0
6002,6.6,998,,19.0,14.0
6003,7.3,115,,5.0,3.0
6004,6.9,112,,10.0,2.0
6005,7.1,2626,,53.0,23.0
6006,5.8,498,,25.0,7.0
6007,6.5,335,,15.0,2.0
6008,7.0,929,,22.0,18.0
6009,5.9,103,,4.0,2.0
6010,7.0,118,,,1.0
6011,6.5,305,,16.0,5.0
6012,5.9,1883,,26.0,13.0
6013,6.7,542,,22.0,1.0
6014,7.8,4267,,19.0,37.0
6015,6.2,282,,12.0,1.0
6016,6.0,635,,20.0,9.0
6017,6.6,760,,14.0,3.0
6018,7.5,6856,82.0,61.0,73.0
6019,6.2,470,,17.0,3.0
6020,7.2,5605,,47.0,25.0
6021,6.6,129,,11.0,1.0
6022,6.3,1096,,41.0,5.0
6023,7.0,628,,19.0,9.0
6024,6.6,326,,1.0,2.0
6025,6.5,260,,14.0,6.0
6026,8.2,111478,98.0,273.0,98.0
6027,8.0,633,,2.0,
6028,6.6,224,,12.0,
6029,5.9,288,,13.0,3.0
6030,5.9,261,,11.0,2.0
6031,7.3,594,,10.0,10.0
6032,7.6,4497,,48.0,39.0
6033,5.2,523,,28.0,18.0
6034,6.0,184,,11.0,7.0
6035,7.6,504,,2.0,
6036,6.8,838,,30.0,11.0
6037,6.5,270,,11.0,3.0
6038,7.3,234,,3.0,2.0
6039,6.6,2377,,30.0,14.0
6040,6.4,442,,18.0,4.0
6041,7.0,259,,5.0,2.0
6042,6.6,108,,8.0,1.0
6043,6.0,137,,9.0,3.0
6044,6.6,339,,14.0,3.0
6045,6.7,1036,,28.0,16.0
6046,4.8,229,,23.0,8.0
6047,7.6,1256,,21.0,7.0
6048,6.6,1018,,37.0,6.0
6049,6.6,1275,,45.0,11.0
6050,6.4,1131,,42.0,17.0
6051,7.4,4293,,65.0,36.0
6052,7.7,10007,,48.0,75.0
6053,7.2,1054,,11.0,21.0
6054,6.9,687,,11.0,6.0
6055,6.0,244,,8.0,4.0
6056,6.9,165,,5.0,3.0
6057,6.5,283,,9.0,13.0
6058,6.9,3518,,36.0,27.0
6059,7.5,4324,,64.0,30.0
6060,6.3,457,,14.0,3.0
6061,7.5,19076,87.0,113.0,47.0
6062,6.1,405,,14.0,4.0
6063,7.0,12376,74.0,74.0,52.0
6064,6.2,3374,,46.0,18.0
6065,7.1,729,,27.0,12.0
6066,5.6,115,,7.0,1.0
6067,6.5,167,,11.0,1.0
6068,7.5,12893,,77.0,63.0
6069,5.9,326,,14.0,4.0
6070,6.5,530,,16.0,7.0
6071,5.9,153,,6.0,3.0
6072,7.4,460,,7.0,3.0
6073,6.8,224,,9.0,2.0
6074,6.8,669,,19.0,6.0
6075,5.3,160,,9.0,3.0
6076,6.1,331,,23.0,2.0
6077,7.6,519,,13.0,9.0
6078,6.8,249,,9.0,6.0
6079,5.4,328,,15.0,8.0
6080,8.3,13888,,73.0,86.0
6081,7.0,2699,,43.0,32.0
6082,7.9,535,,4.0,2.0
6083,6.1,1594,,42.0,22.0
6084,7.4,6446,,82.0,24.0
6085,6.1,705,,15.0,12.0
6086,7.0,2115,,37.0,20.0
6087,5.4,171,,10.0,4.0
6088,6.1,170,,4.0,4.0
6089,5.5,106,,4.0,1.0
6090,7.0,4030,,59.0,34.0
6091,5.7,442,,20.0,2.0
6092,6.4,724,,18.0,11.0
6093,6.4,949,,26.0,13.0
6094,6.0,893,,31.0,9.0
6095,6.7,143,,8.0,1.0
6096,6.8,147,,6.0,2.0
6097,6.4,459,,24.0,7.0
6098,5.6,158,,10.0,3.0
6099,5.8,260,,16.0,7.0
6100,7.1,2134,,44.0,22.0
6101,6.3,258,,13.0,7.0
6102,6.2,149,,18.0,
6103,6.1,215,,9.0,1.0
6104,6.6,1567,,38.0,15.0
6105,5.7,104,,3.0,7.0
6106,6.6,164,,12.0,2.0
6107,6.0,213,,10.0,12.0
6108,6.0,310,,11.0,4.0
6109,5.8,564,,13.0,11.0
6110,6.9,309,,4.0,14.0
6111,6.3,513,,10.0,5.0
6112,7.4,3620,,56.0,32.0
6113,6.5,263,,7.0,10.0
6114,6.2,103,,9.0,2.0
6115,6.1,417,,9.0,2.0
6116,6.9,105,,2.0,
6117,6.6,303,,12.0,6.0
6118,6.5,715,,16.0,14.0
6119,7.2,2287,,44.0,16.0
6120,6.7,171,,13.0,2.0
6121,7.2,1030,,20.0,11.0
6122,6.6,2098,,31.0,9.0
6123,6.1,781,,28.0,4.0
6124,6.6,633,,25.0,11.0
6125,6.7,122,,8.0,1.0
6126,6.3,175,,17.0,5.0
6127,6.7,923,,31.0,16.0
6128,5.4,160,,12.0,2.0
6129,6.1,559,,16.0,7.0
6130,6.0,136,,3.0,1.0
6131,6.5,194,,3.0,2.0
6132,5.8,110,,6.0,2.0
6133,5.0,109,,5.0,8.0
6134,6.7,362,,11.0,4.0
6135,6.9,129,,5.0,
6136,7.1,392,,3.0,5.0
6137,6.5,384,,14.0,7.0
6138,7.3,827,,24.0,11.0
6139,6.9,1812,,41.0,12.0
6140,6.4,676,,23.0,11.0
6141,6.5,1125,,23.0,14.0
6142,5.8,268,,12.0,7.0
6143,6.5,129,,4.0,4.0
6144,6.5,268,,15.0,1.0
6145,6.6,177,,5.0,2.0
6146,6.6,527,,15.0,8.0
6147,6.7,108,,8.0,1.0
6148,6.5,386,,12.0,4.0
6149,5.5,192,,2.0,5.0
6150,6.6,206,,10.0,3.0
6151,6.5,2820,,25.0,12.0
6152,6.4,428,,16.0,3.0
6153,7.1,111,,8.0,3.0
6154,6.9,1965,,37.0,18.0
6155,7.0,2327,,46.0,25.0
6156,6.6,471,,15.0,8.0
6157,6.9,180,,2.0,2.0
6158,6.5,1479,,46.0,17.0
6159,6.3,400,,18.0,6.0
6160,7.1,9167,,218.0,36.0
6161,6.5,1106,,17.0,10.0
6162,6.8,1650,,4.0,12.0
6163,6.3,218,,8.0,7.0
6164,6.6,243,,2.0,1.0
6165,7.9,492,,2.0,
6166,6.3,116,,4.0,1.0
6167,6.2,225,,7.0,1.0
6168,6.1,448,,7.0,3.0
6169,7.3,281,,12.0,12.0
6170,6.8,178,,9.0,3.0
6171,7.2,1117,,9.0,9.0
6172,5.9,197,,14.0,
6173,6.6,644,,22.0,10.0
6174,6.6,390,,9.0,1.0
6175,6.6,1064,,29.0,6.0
6176,6.3,399,,20.0,3.0
6177,5.7,130,,8.0,1.0
6178,7.3,1246,,29.0,9.0
6179,8.1,13301,,140.0,61.0
6180,7.0,213,,17.0,4.0
6181,5.6,152,,8.0,1.0
6182,7.4,1601,,35.0,9.0
6183,6.7,533,,14.0,6.0
6184,6.3,214,,10.0,2.0
6185,7.2,4145,,73.0,22.0
6186,6.9,565,,30.0,15.0
6187,6.4,231,,8.0,6.0
6188,6.1,189,,8.0,5.0
6189,7.4,2854,,52.0,18.0
6190,5.9,165,,8.0,1.0
6191,6.0,903,,27.0,7.0
6192,6.8,1943,,28.0,26.0
6193,7.1,3040,,77.0,14.0
6194,6.5,197,,2.0,
6195,7.5,368,,3.0,5.0
6196,7.2,3314,,57.0,9.0
6197,6.8,2969,,36.0,8.0
6198,6.8,411,,16.0,5.0
6199,7.5,1902,,34.0,18.0
6200,6.8,1518,,35.0,13.0
6201,6.4,1435,,34.0,10.0
6202,5.7,699,,30.0,9.0
6203,6.2,399,,14.0,6.0
6204,6.3,469,,13.0,9.0
6205,6.7,381,,10.0,2.0
6206,6.7,573,,16.0,5.0
6207,6.6,300,,12.0,
6208,6.1,101,,9.0,2.0
6209,8.0,33789,,147.0,110.0
6210,6.8,827,,16.0,7.0
6211,6.1,354,,13.0,
6212,6.0,360,,14.0,4.0
6213,6.8,2968,,50.0,22.0
6214,6.6,298,,2.0,3.0
6215,6.1,965,,25.0,7.0
6216,6.6,572,,17.0,11.0
6217,5.9,338,,10.0,1.0
6218,6.8,128,,7.0,
6219,6.5,177,,9.0,5.0
6220,7.7,8279,,83.0,55.0
6221,6.8,230,,10.0,
6222,7.3,6465,61.0,66.0,13.0
6223,5.5,159,,10.0,4.0
6224,6.3,317,,15.0,2.0
6225,7.0,369,,28.0,5.0
6226,6.4,325,,9.0,5.0
6227,5.8,2523,,40.0,16.0
6228,7.1,260,,,
6229,6.8,1061,,25.0,11.0
6230,6.9,1166,,18.0,5.0
6231,7.1,2322,,39.0,17.0
6232,6.0,185,,9.0,2.0
6233,7.1,364,,7.0,2.0
6234,6.6,1078,,27.0,10.0
6235,6.8,111,,,
6236,6.6,1468,,27.0,10.0
6237,6.0,211,,9.0,2.0
6238,5.8,737,,41.0,8.0
6239,6.6,601,,15.0,7.0
6240,6.9,755,,12.0,23.0
6241,6.9,239,,5.0,3.0
6242,6.8,319,,4.0,1.0
6243,6.4,143,,8.0,3.0
6244,6.2,323,,18.0,9.0
6245,6.0,141,,14.0,2.0
6246,7.0,4531,61.0,76.0,42.0
6247,6.7,671,,18.0,8.0
6248,6.3,310,,8.0,5.0
6249,6.9,536,,9.0,3.0
6250,6.7,520,,10.0,2.0
6251,6.6,107,,8.0,1.0
6252,6.6,1124,,29.0,9.0
6253,6.9,807,,28.0,9.0
6254,6.5,865,,11.0,11.0
6255,7.1,191,,,
6256,6.5,1299,,26.0,20.0
6257,7.4,1751,,38.0,23.0
6258,7.6,195,,1.0,1.0
6259,7.9,14795,,77.0,56.0
6260,6.9,465,,12.0,19.0
6261,6.9,276,,6.0,3.0
6262,6.9,178,,3.0,1.0
6263,7.2,136,,3.0,5.0
6264,2.9,159,,13.0,4.0
6265,7.4,15559,71.0,111.0,60.0
6266,8.0,10117,,58.0,71.0
6267,5.3,378,,18.0,6.0
6268,7.8,325,,4.0,1.0
6269,6.0,406,,14.0,5.0
6270,5.7,288,,15.0,6.0
6271,7.2,2133,,30.0,17.0
6272,7.1,3939,,42.0,39.0
6273,7.2,213,,2.0,2.0
6274,6.1,132,,8.0,3.0
6275,7.2,2642,,50.0,20.0
6276,6.3,150,,6.0,6.0
6277,6.1,749,,26.0,12.0
6278,6.8,118,,5.0,1.0
6279,7.1,1480,,43.0,13.0
6280,7.2,214,,,
6281,7.2,1292,,27.0,30.0
6282,7.2,4175,,50.0,41.0
6283,6.4,207,,8.0,2.0
6284,6.4,542,,23.0,6.0
6285,6.4,818,,27.0,8.0
6286,5.0,162,,9.0,11.0
6287,6.3,878,,19.0,13.0
6288,6.1,219,,11.0,3.0
6289,7.0,1453,,43.0,27.0
6290,7.2,328,,6.0,3.0
6291,6.8,146,,1.0,4.0
6292,6.9,114,,7.0,3.0
6293,5.7,170,,9.0,3.0
6294,6.3,114,,7.0,2.0
6295,6.4,139,,7.0,2.0
6296,6.8,1196,,21.0,13.0
6297,6.7,201,,6.0,4.0
6298,5.7,228,,7.0,1.0
6299,7.3,298,,6.0,4.0
6300,6.6,444,,13.0,7.0
6301,6.6,506,,15.0,4.0
6302,6.2,105,,3.0,3.0
6303,6.8,6868,,71.0,27.0
6304,7.1,9346,,81.0,43.0
6305,6.6,1053,,26.0,8.0
6306,7.5,2523,,46.0,14.0
6307,6.6,119,,1.0,
6308,7.9,7515,,77.0,57.0
6309,3.9,300,,13.0,11.0
6310,7.3,15495,,111.0,68.0
6311,7.4,2869,,14.0,22.0
6312,6.6,1366,,28.0,37.0
6313,7.0,156,,1.0,
6314,6.9,304,,14.0,6.0
6315,6.5,400,,9.0,7.0
6316,6.4,264,,11.0,3.0
6317,7.2,2194,,31.0,41.0
6318,6.8,1255,,22.0,6.0
6319,6.2,149,,4.0,1.0
6320,6.9,638,,9.0,2.0
6321,6.0,383,,11.0,7.0
6322,6.8,228,,9.0,1.0
6323,6.3,143,,7.0,2.0
6324,6.0,109,,2.0,1.0
6325,6.4,130,,6.0,3.0
6326,4.7,127,,12.0,
6327,7.0,126,,3.0,4.0
6328,6.2,725,,18.0,6.0
6329,6.8,330,,14.0,6.0
6330,7.1,2652,,26.0,22.0
6331,6.7,595,,12.0,9.0
6332,7.3,5702,,37.0,49.0
6333,6.6,124,,7.0,2.0
6334,6.7,155,,9.0,4.0
6335,6.8,3187,,49.0,30.0
6336,6.6,314,,10.0,5.0
6337,6.1,517,,14.0,9.0
6338,6.6,902,,22.0,5.0
6339,6.3,355,,16.0,1.0
6340,7.3,2435,,66.0,24.0
6341,6.7,1119,,36.0,6.0
6342,6.5,500,,23.0,7.0
6343,7.6,5154,,55.0,45.0
6344,8.1,155228,97.0,475.0,252.0
6345,6.7,914,,26.0,15.0
6346,6.4,1790,,35.0,10.0
6347,7.3,3570,,87.0,41.0
6348,6.1,216,,9.0,1.0
6349,5.6,143,,13.0,2.0
6350,6.5,396,,1.0,
6351,6.8,394,,2.0,1.0
6352,6.6,307,,14.0,1.0
6353,6.3,978,,27.0,26.0
6354,6.2,100,,9.0,1.0
6355,6.1,108,,6.0,2.0
6356,6.2,1020,,35.0,8.0
6357,7.7,11992,,144.0,47.0
6358,7.3,168,,3.0,1.0
6359,6.2,6182,,73.0,36.0
6360,6.6,261,,11.0,2.0
6361,6.7,777,,12.0,6.0
6362,6.6,402,,8.0,9.0
6363,6.4,152,,7.0,2.0
6364,6.7,251,,8.0,
6365,7.4,355,,3.0,7.0
6366,6.5,651,,23.0,6.0
6367,6.6,964,,34.0,15.0
6368,6.8,3607,,51.0,40.0
6369,7.2,5016,,48.0,42.0
6370,8.1,28955,,187.0,82.0
6371,7.4,3363,,69.0,25.0
6372,6.1,245,,20.0,2.0
6373,6.1,141,,7.0,2.0
6374,6.9,651,,18.0,13.0
6375,6.1,1389,,37.0,21.0
6376,7.3,223,,3.0,1.0
6377,7.1,129,,4.0,6.0
6378,6.1,139,,5.0,2.0
6379,5.1,140,,5.0,2.0
6380,4.3,189,,,1.0
6381,7.0,358,,1.0,
6382,6.9,1148,,28.0,15.0
6383,6.5,2698,,20.0,9.0
6384,5.9,281,,12.0,2.0
6385,6.5,721,,11.0,4.0
6386,8.2,117634,98.0,373.0,140.0
6387,6.0,167,,1.0,
6388,6.1,962,,21.0,8.0
6389,6.9,4299,77.0,99.0,25.0
6390,6.8,112,,,
6391,7.0,2304,,46.0,28.0
6392,7.9,23441,,151.0,93.0
6393,5.7,2070,,23.0,14.0
6394,5.7,1727,,44.0,13.0
6395,7.0,624,,18.0,14.0
6396,6.6,127,,,
6397,6.6,1030,,28.0,15.0
6398,6.4,126,,2.0,
6399,7.0,1877,,35.0,29.0
6400,6.0,178,,7.0,2.0
6401,7.4,1327,,11.0,16.0
6402,6.3,146,,8.0,1.0
6403,6.6,410,,17.0,9.0
6404,6.5,146,,4.0,1.0
6405,5.9,406,,15.0,1.0
6406,6.5,1362,,30.0,7.0
6407,6.8,450,,15.0,9.0
6408,5.8,111,,8.0,3.0
6409,6.3,1775,,44.0,5.0
6410,5.7,193,,13.0,2.0
6411,6.4,313,,9.0,2.0
6412,6.3,131,,5.0,1.0
6413,6.9,1583,,42.0,19.0
6414,6.7,362,,13.0,6.0
6415,5.5,160,,11.0,2.0
6416,7.2,353,,3.0,
6417,6.1,1101,,34.0,9.0
6418,6.7,1933,,50.0,25.0
6419,7.6,9662,,89.0,54.0
